date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2003-08-01,0.91,,0.95,,1.05,1.31,1.85,2.38,3.37,4.01,4.44,5.42,
2003-08-04,0.91,,0.97,,1.05,1.24,1.71,2.24,3.24,3.86,4.35,5.36,
2003-08-05,0.93,,0.96,,1.05,1.32,1.88,2.44,3.37,3.98,4.47,5.48,
2003-08-06,0.92,,0.95,,1.04,1.28,1.78,2.36,3.25,3.82,4.32,5.31,
2003-08-07,0.91,,0.95,,1.04,1.26,1.74,2.3,3.19,3.78,4.3,5.27,
2003-08-08,0.91,,0.96,,1.03,1.22,1.72,2.27,3.17,3.76,4.27,5.29,
2003-08-11,0.92,,0.96,,1.06,1.3,1.81,2.35,3.26,3.86,4.38,5.36,
2003-08-12,0.93,,0.95,,1.04,1.25,1.71,2.29,3.23,3.85,4.37,5.36,
2003-08-13,0.95,,0.96,,1.05,1.31,1.86,2.47,3.43,4.06,4.58,5.55,
2003-08-14,0.96,,0.96,,1.06,1.31,1.86,2.47,3.42,4.05,4.55,5.49,
2003-08-15,0.92,,0.95,,1.05,1.3,1.85,2.47,3.42,4.04,4.55,5.49,
2003-08-18,0.97,,0.96,,1.06,1.33,1.87,2.46,3.37,3.99,4.49,5.45,
2003-08-19,0.96,,0.96,,1.04,1.29,1.81,2.37,3.27,3.89,4.38,5.33,
2003-08-20,0.94,,0.96,,1.04,1.3,1.84,2.43,3.35,3.96,4.45,5.39,
2003-08-21,0.95,,0.97,,1.07,1.37,1.98,2.56,3.51,4.07,4.53,5.43,
2003-08-22,0.96,,0.98,,1.06,1.35,1.97,2.54,3.47,4.03,4.48,5.37,
2003-08-25,0.97,,1.02,,1.07,1.35,2.02,2.59,3.52,4.08,4.53,5.43,
2003-08-26,1.01,,1.01,,1.06,1.32,1.96,2.55,3.5,4.05,4.5,5.39,
2003-08-27,1.0,,1.0,,1.06,1.38,2.05,2.61,3.55,4.11,4.54,5.43,
2003-08-28,0.99,,0.99,,1.06,1.34,1.93,2.48,3.42,3.96,4.42,5.31,
2003-08-29,0.98,,0.98,,1.06,1.35,1.95,2.51,3.46,4.0,4.45,5.33,
