date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2003-02-03,1.16,,1.18,,1.21,1.34,1.72,2.17,3.05,3.58,4.01,4.93,
2003-02-04,1.18,,1.16,,1.19,1.33,1.68,2.12,2.99,3.53,3.96,4.89,
2003-02-05,1.18,,1.18,,1.2,1.34,1.73,2.18,3.07,3.6,4.02,4.97,
2003-02-06,1.17,,1.17,,1.19,1.32,1.68,2.13,3.02,3.55,3.97,4.91,
2003-02-07,1.17,,1.17,,1.18,1.28,1.63,2.08,2.97,3.51,3.96,4.88,
2003-02-10,1.17,,1.17,,1.2,1.33,1.68,2.13,3.03,3.57,3.99,4.94,
2003-02-11,1.19,,1.18,,1.19,1.3,1.65,2.1,3.0,3.55,3.98,4.93,
2003-02-12,1.18,,1.18,,1.19,1.29,1.62,2.05,2.92,3.48,3.93,4.9,
2003-02-13,1.18,,1.17,,1.18,1.27,1.57,1.99,2.85,3.42,3.89,4.86,
2003-02-14,1.19,,1.18,,1.19,1.3,1.62,2.05,2.91,3.48,3.95,4.94,
2003-02-18,1.19,,1.19,,1.2,1.31,1.66,2.08,2.92,3.48,3.94,4.92,
2003-02-19,1.19,,1.18,,1.19,1.29,1.61,2.03,2.87,3.41,3.88,4.86,
2003-02-20,1.19,,1.19,,1.2,1.29,1.59,2.0,2.82,3.38,3.85,4.84,
2003-02-21,1.2,,1.19,,1.2,1.31,1.63,2.04,2.86,3.42,3.9,4.88,
2003-02-24,1.21,,1.21,,1.21,1.28,1.6,2.0,2.82,3.38,3.86,4.85,
2003-02-25,1.25,,1.2,,1.2,1.27,1.58,1.98,2.77,3.34,3.81,4.81,
2003-02-26,1.26,,1.21,,1.2,1.27,1.57,1.96,2.75,3.3,3.78,4.77,
2003-02-27,1.24,,1.21,,1.2,1.27,1.58,1.96,2.75,3.29,3.76,4.75,
2003-02-28,1.21,,1.2,,1.19,1.24,1.53,1.91,2.69,3.24,3.71,4.7,
