date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2012-03-01,0.07,,0.08,,0.13,0.18,0.3,0.43,0.89,1.44,2.03,2.8,3.15
2012-03-02,0.06,,0.07,,0.12,0.17,0.28,0.41,0.84,1.38,1.99,2.77,3.11
2012-03-05,0.07,,0.08,,0.14,0.17,0.31,0.43,0.87,1.4,2.0,2.78,3.13
2012-03-06,0.06,,0.08,,0.13,0.17,0.3,0.4,0.83,1.35,1.96,2.73,3.08
2012-03-07,0.06,,0.08,,0.14,0.18,0.3,0.42,0.85,1.37,1.98,2.76,3.12
2012-03-08,0.07,,0.08,,0.14,0.18,0.32,0.44,0.89,1.41,2.03,2.82,3.18
2012-03-09,0.06,,0.09,,0.13,0.18,0.33,0.46,0.9,1.43,2.04,2.83,3.19
2012-03-12,0.05,,0.09,,0.15,0.18,0.33,0.47,0.92,1.43,2.04,2.82,3.17
2012-03-13,0.06,,0.08,,0.15,0.2,0.35,0.51,0.99,1.52,2.14,2.92,3.26
2012-03-14,0.08,,0.09,,0.15,0.21,0.4,0.6,1.13,1.69,2.29,3.08,3.43
2012-03-15,0.08,,0.08,,0.15,0.21,0.37,0.56,1.11,1.67,2.29,3.08,3.41
2012-03-16,0.07,,0.09,,0.15,0.21,0.37,0.57,1.13,1.7,2.31,3.08,3.41
2012-03-19,0.07,,0.1,,0.15,0.21,0.39,0.6,1.2,1.77,2.39,3.14,3.48
2012-03-20,0.08,,0.1,,0.15,0.22,0.41,0.62,1.22,1.78,2.38,3.13,3.46
2012-03-21,0.09,,0.09,,0.15,0.21,0.39,0.58,1.15,1.71,2.31,3.06,3.38
2012-03-22,0.06,,0.08,,0.14,0.19,0.37,0.56,1.13,1.69,2.29,3.04,3.37
2012-03-23,0.06,,0.08,,0.14,0.19,0.37,0.55,1.1,1.66,2.25,2.99,3.31
2012-03-26,0.06,,0.09,,0.15,0.19,0.36,0.54,1.09,1.65,2.26,3.0,3.33
2012-03-27,0.07,,0.09,,0.14,0.18,0.33,0.5,1.04,1.59,2.2,2.96,3.29
2012-03-28,0.05,,0.09,,0.14,0.18,0.34,0.51,1.05,1.6,2.21,2.97,3.31
2012-03-29,0.02,,0.07,,0.14,0.18,0.33,0.5,1.01,1.57,2.18,2.93,3.27
2012-03-30,0.05,,0.07,,0.15,0.19,0.33,0.51,1.04,1.61,2.23,3.0,3.35
