date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2007-06-01,4.8,,4.79,,4.98,4.98,4.97,4.94,4.92,4.92,4.95,5.15,5.06
2007-06-04,4.78,,4.81,,4.99,4.99,4.97,4.92,4.91,4.91,4.93,5.11,5.02
2007-06-05,4.75,,4.83,,4.99,4.99,4.99,4.97,4.96,4.96,4.98,5.16,5.07
2007-06-06,4.78,,4.8,,4.95,4.96,4.97,4.94,4.94,4.94,4.97,5.17,5.08
2007-06-07,4.8,,4.8,,4.97,4.99,5.03,5.03,5.05,5.07,5.11,5.29,5.2
2007-06-08,4.76,,4.77,,4.93,4.96,5.01,5.03,5.06,5.08,5.12,5.3,5.22
2007-06-11,4.7,,4.73,,4.96,4.98,5.01,5.03,5.07,5.1,5.14,5.32,5.24
2007-06-12,4.65,,4.72,,4.97,5.01,5.08,5.13,5.18,5.21,5.26,5.44,5.35
2007-06-13,4.62,,4.66,,4.94,4.98,5.08,5.1,5.13,5.16,5.2,5.36,5.28
2007-06-14,4.51,,4.65,,4.93,4.98,5.1,5.13,5.16,5.19,5.23,5.39,5.3
2007-06-15,4.46,,4.56,,4.87,4.93,5.05,5.07,5.1,5.12,5.16,5.34,5.26
2007-06-18,4.47,,4.63,,4.93,4.95,5.01,5.05,5.07,5.1,5.15,5.34,5.26
2007-06-19,4.44,,4.65,,4.91,4.92,4.94,4.98,5.0,5.03,5.09,5.28,5.2
2007-06-20,4.42,,4.74,,4.97,4.97,4.97,5.01,5.05,5.09,5.14,5.32,5.24
2007-06-21,4.17,,4.7,,4.96,4.96,4.98,5.01,5.06,5.1,5.16,5.36,5.28
2007-06-22,4.29,,4.73,,4.95,4.94,4.92,4.97,5.02,5.07,5.14,5.34,5.25
2007-06-25,4.43,,4.82,,5.01,4.96,4.87,4.92,4.97,5.01,5.09,5.28,5.2
2007-06-26,4.53,,4.82,,5.01,4.97,4.9,4.95,4.99,5.03,5.1,5.31,5.22
2007-06-27,4.24,,4.77,,4.95,4.93,4.91,4.93,4.97,5.02,5.09,5.28,5.2
2007-06-28,4.08,,4.78,,4.95,4.95,4.96,4.98,5.02,5.06,5.12,5.3,5.22
2007-06-29,4.28,,4.82,,4.93,4.91,4.87,4.89,4.92,4.96,5.03,5.21,5.12
