date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2011-09-01,0.02,,0.02,,0.05,0.1,0.19,0.31,0.9,1.49,2.15,3.1,3.51
2011-09-02,0.02,,0.02,,0.05,0.1,0.2,0.33,0.88,1.41,2.02,2.92,3.32
2011-09-06,0.02,,0.02,,0.07,0.13,0.21,0.33,0.88,1.4,1.98,2.86,3.26
2011-09-07,0.0,,0.02,,0.06,0.11,0.21,0.34,0.92,1.45,2.05,2.96,3.36
2011-09-08,0.01,,0.02,,0.07,0.12,0.19,0.33,0.88,1.41,2.0,2.92,3.32
2011-09-09,0.0,,0.01,,0.05,0.11,0.17,0.31,0.81,1.34,1.93,2.86,3.26
2011-09-12,0.01,,0.01,,0.05,0.11,0.21,0.35,0.87,1.38,1.94,2.84,3.24
2011-09-13,0.0,,0.01,,0.05,0.1,0.21,0.35,0.89,1.42,2.0,2.92,3.32
2011-09-14,0.0,,0.01,,0.03,0.09,0.19,0.35,0.91,1.45,2.03,2.92,3.32
2011-09-15,0.0,,0.01,,0.03,0.1,0.21,0.35,0.95,1.51,2.09,2.97,3.36
2011-09-16,0.01,,0.01,,0.02,0.09,0.18,0.33,0.94,1.5,2.08,2.96,3.34
2011-09-19,0.0,,0.01,,0.04,0.08,0.16,0.29,0.85,1.4,1.97,2.84,3.22
2011-09-20,0.0,,0.01,,0.03,0.09,0.18,0.3,0.85,1.39,1.95,2.82,3.2
2011-09-21,0.01,,0.01,,0.04,0.11,0.21,0.37,0.88,1.36,1.88,2.69,3.03
2011-09-22,0.0,,0.0,,0.03,0.1,0.2,0.34,0.79,1.24,1.72,2.48,2.78
2011-09-23,0.0,,0.01,,0.02,0.1,0.23,0.37,0.89,1.35,1.84,2.59,2.89
2011-09-26,0.0,,0.02,,0.03,0.1,0.25,0.39,0.92,1.41,1.91,2.69,2.99
2011-09-27,0.0,,0.01,,0.04,0.1,0.25,0.42,0.97,1.49,2.0,2.79,3.08
2011-09-28,0.0,,0.02,,0.04,0.12,0.27,0.42,0.99,1.5,2.03,2.82,3.1
2011-09-29,0.0,,0.02,,0.05,0.11,0.27,0.43,0.98,1.48,1.99,2.76,3.03
2011-09-30,0.02,,0.02,,0.06,0.13,0.25,0.42,0.96,1.43,1.92,2.66,2.9
