date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2011-10-03,0.01,,0.02,,0.06,0.12,0.24,0.39,0.87,1.33,1.8,2.51,2.76
2011-10-04,0.01,,0.01,,0.04,0.11,0.25,0.4,0.9,1.35,1.81,2.53,2.77
2011-10-05,0.0,,0.0,,0.03,0.1,0.25,0.43,0.96,1.45,1.92,2.62,2.87
2011-10-06,0.01,,0.01,,0.03,0.09,0.29,0.46,1.01,1.52,2.01,2.71,2.96
2011-10-07,0.01,,0.01,,0.04,0.11,0.3,0.5,1.08,1.61,2.1,2.78,3.02
2011-10-11,0.01,,0.02,,0.05,0.12,0.32,0.54,1.14,1.68,2.18,2.87,3.11
2011-10-12,0.01,,0.02,,0.06,0.09,0.29,0.54,1.17,1.72,2.24,2.94,3.19
2011-10-13,0.02,,0.02,,0.05,0.11,0.29,0.51,1.11,1.67,2.19,2.9,3.15
2011-10-14,0.02,,0.02,,0.06,0.11,0.28,0.5,1.12,1.71,2.26,2.97,3.22
2011-10-17,0.02,,0.04,,0.06,0.12,0.28,0.48,1.08,1.65,2.18,2.88,3.13
2011-10-18,0.02,,0.04,,0.07,0.12,0.28,0.47,1.07,1.64,2.19,2.91,3.17
2011-10-19,0.01,,0.03,,0.06,0.11,0.28,0.46,1.05,1.62,2.18,2.9,3.17
2011-10-20,0.02,,0.03,,0.06,0.12,0.28,0.46,1.07,1.64,2.2,2.92,3.19
2011-10-21,0.01,,0.02,,0.05,0.12,0.3,0.46,1.08,1.66,2.23,2.98,3.26
2011-10-24,0.01,,0.02,,0.06,0.11,0.3,0.47,1.1,1.7,2.25,3.0,3.27
2011-10-25,0.01,,0.01,,0.06,0.11,0.26,0.43,1.01,1.6,2.14,2.86,3.13
2011-10-26,0.01,,0.02,,0.06,0.13,0.28,0.48,1.09,1.68,2.23,2.95,3.22
2011-10-27,0.02,,0.02,,0.07,0.14,0.31,0.53,1.2,1.83,2.42,3.18,3.45
2011-10-28,0.02,,0.01,,0.06,0.13,0.28,0.5,1.13,1.74,2.34,3.09,3.36
2011-10-31,0.02,,0.01,,0.06,0.12,0.25,0.41,0.99,1.58,2.17,2.89,3.16
