date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2006-10-02,4.67,,4.88,,5.02,4.9,4.66,4.59,4.56,4.57,4.62,4.83,4.76
2006-10-03,4.71,,4.9,,5.02,4.9,4.67,4.59,4.56,4.57,4.62,4.83,4.76
2006-10-04,4.78,,4.93,,5.0,4.87,4.6,4.53,4.5,4.52,4.57,4.79,4.72
2006-10-05,4.81,,4.94,,5.03,4.9,4.65,4.58,4.55,4.56,4.61,4.84,4.76
2006-10-06,4.76,,4.95,,5.05,4.94,4.74,4.67,4.64,4.65,4.7,4.92,4.84
2006-10-10,4.81,,5.0,,5.1,5.0,4.82,4.75,4.71,4.71,4.75,4.96,4.88
2006-10-11,4.9,,5.02,,5.11,5.02,4.85,4.78,4.75,4.75,4.78,4.99,4.91
2006-10-12,4.93,,5.06,,5.13,5.03,4.85,4.78,4.74,4.74,4.79,4.99,4.91
2006-10-13,4.93,,5.05,,5.13,5.05,4.87,4.79,4.77,4.77,4.81,5.02,4.94
2006-10-16,5.01,,5.09,,5.15,5.05,4.85,4.78,4.76,4.76,4.79,5.0,4.92
2006-10-17,5.06,,5.09,,5.15,5.04,4.83,4.77,4.73,4.74,4.78,4.99,4.91
2006-10-18,5.05,,5.09,,5.14,5.04,4.85,4.77,4.74,4.73,4.77,4.97,4.89
2006-10-19,5.02,,5.1,,5.16,5.05,4.85,4.79,4.75,4.75,4.79,4.99,4.91
2006-10-20,5.0,,5.09,,5.14,5.05,4.87,4.8,4.76,4.76,4.79,4.99,4.91
2006-10-23,5.05,,5.12,,5.18,5.09,4.9,4.84,4.8,4.8,4.83,5.03,4.95
2006-10-24,5.15,,5.13,,5.19,5.1,4.91,4.84,4.81,4.81,4.83,5.03,4.95
2006-10-25,5.14,,5.12,,5.18,5.08,4.88,4.79,4.75,4.75,4.78,4.98,4.89
2006-10-26,5.16,,5.12,,5.18,5.06,4.81,4.74,4.69,4.7,4.73,4.93,4.84
2006-10-27,5.14,,5.11,,5.15,5.02,4.76,4.68,4.64,4.64,4.68,4.88,4.8
2006-10-30,5.15,,5.1,,5.16,5.03,4.78,4.68,4.64,4.64,4.68,4.88,4.78
2006-10-31,5.18,,5.08,,5.13,4.99,4.71,4.62,4.57,4.57,4.61,4.81,4.72
