date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2006-06-01,4.75,,4.83,,5.06,5.05,5.04,5.02,5.03,5.05,5.11,5.34,5.2
2006-06-02,4.75,,4.81,,5.01,4.98,4.92,4.91,4.9,4.92,5.0,5.24,5.1
2006-06-05,4.77,,4.85,,5.04,5.02,4.99,4.95,4.95,4.97,5.02,5.24,5.1
2006-06-06,4.8,,4.86,,5.05,5.03,4.99,4.96,4.95,4.96,5.01,5.22,5.08
2006-06-07,4.8,,4.86,,5.06,5.05,5.02,4.99,4.97,4.98,5.02,5.23,5.09
2006-06-08,4.78,,4.87,,5.06,5.04,5.01,4.97,4.95,4.96,5.0,5.2,5.06
2006-06-09,4.78,,4.88,,5.07,5.05,5.01,4.96,4.95,4.95,4.98,5.17,5.03
2006-06-12,4.78,,4.93,,5.13,5.09,5.02,4.97,4.95,4.96,4.99,5.17,5.03
2006-06-13,4.72,,4.89,,5.13,5.09,5.02,4.96,4.93,4.94,4.97,5.15,5.01
2006-06-14,4.68,,4.9,,5.17,5.15,5.11,5.06,5.03,5.04,5.05,5.23,5.09
2006-06-15,4.6,,4.85,,5.16,5.15,5.14,5.1,5.08,5.08,5.1,5.27,5.13
2006-06-16,4.63,,4.88,,5.19,5.18,5.16,5.13,5.1,5.1,5.13,5.31,5.17
2006-06-19,4.67,,4.93,,5.25,5.23,5.19,5.15,5.12,5.13,5.14,5.32,5.18
2006-06-20,4.7,,4.92,,5.24,5.23,5.19,5.16,5.13,5.14,5.15,5.33,5.19
2006-06-21,4.66,,4.92,,5.23,5.22,5.2,5.16,5.14,5.14,5.16,5.32,5.19
2006-06-22,4.55,,4.92,,5.24,5.24,5.23,5.21,5.18,5.18,5.2,5.37,5.23
2006-06-23,4.61,,4.98,,5.27,5.27,5.27,5.23,5.21,5.21,5.23,5.4,5.26
2006-06-26,4.73,,5.03,,5.32,5.3,5.27,5.25,5.22,5.23,5.25,5.42,5.28
2006-06-27,4.86,,5.05,,5.31,5.28,5.24,5.22,5.19,5.2,5.21,5.38,5.24
2006-06-28,4.79,,5.01,,5.31,5.3,5.29,5.26,5.23,5.23,5.25,5.42,5.28
2006-06-29,4.68,,5.01,,5.26,5.25,5.21,5.19,5.17,5.18,5.22,5.39,5.26
2006-06-30,4.54,,5.01,,5.24,5.21,5.16,5.13,5.1,5.11,5.15,5.31,5.19
