date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2014-12-01,0.01,,0.03,,0.08,0.13,0.49,0.9,1.52,1.93,2.22,2.66,2.95
2014-12-02,0.04,,0.03,,0.08,0.14,0.55,0.96,1.59,2.0,2.28,2.72,3.0
2014-12-03,0.03,,0.01,,0.07,0.15,0.57,0.98,1.61,2.01,2.29,2.71,2.99
2014-12-04,0.03,,0.02,,0.08,0.14,0.55,0.97,1.59,1.98,2.25,2.66,2.94
2014-12-05,0.02,,0.02,,0.08,0.18,0.65,1.09,1.69,2.06,2.31,2.69,2.97
2014-12-08,0.03,,0.03,,0.1,0.18,0.64,1.1,1.67,2.02,2.26,2.62,2.9
2014-12-09,0.05,,0.04,,0.11,0.23,0.64,1.07,1.63,1.97,2.22,2.58,2.87
2014-12-10,0.05,,0.03,,0.1,0.21,0.59,1.01,1.58,1.92,2.18,2.54,2.83
2014-12-11,0.02,,0.03,,0.09,0.21,0.62,1.05,1.62,1.96,2.19,2.54,2.84
2014-12-12,0.02,,0.02,,0.09,0.19,0.56,0.98,1.53,1.86,2.1,2.45,2.75
2014-12-15,0.02,,0.04,,0.11,0.22,0.6,1.03,1.58,1.9,2.12,2.45,2.74
2014-12-16,0.03,,0.03,,0.11,0.21,0.58,0.99,1.53,1.85,2.07,2.4,2.69
2014-12-17,0.03,,0.03,,0.11,0.23,0.62,1.06,1.61,1.93,2.14,2.46,2.74
2014-12-18,0.04,,0.04,,0.12,0.25,0.67,1.1,1.68,2.01,2.22,2.54,2.82
2014-12-19,0.01,,0.04,,0.11,0.26,0.67,1.1,1.66,1.98,2.17,2.48,2.77
2014-12-22,0.01,,0.05,,0.16,0.28,0.71,1.13,1.67,1.98,2.17,2.47,2.75
2014-12-23,0.02,,0.03,,0.14,0.26,0.73,1.17,1.76,2.06,2.26,2.57,2.85
2014-12-24,0.01,,0.01,,0.14,0.26,0.73,1.18,1.76,2.09,2.27,2.56,2.83
2014-12-26,0.01,,0.01,,0.1,0.26,0.73,1.19,1.75,2.07,2.25,2.54,2.81
2014-12-29,0.01,,0.03,,0.12,0.25,0.72,1.14,1.72,2.02,2.22,2.51,2.78
2014-12-30,0.03,,0.03,,0.12,0.23,0.69,1.11,1.68,2.0,2.2,2.49,2.76
2014-12-31,0.03,,0.04,,0.12,0.25,0.67,1.1,1.65,1.97,2.17,2.47,2.75
