date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2017-03-01,0.46,,0.63,,0.79,0.92,1.29,1.57,1.99,2.29,2.46,2.81,3.06
2017-03-02,0.52,,0.67,,0.84,0.98,1.32,1.6,2.03,2.32,2.49,2.84,3.09
2017-03-03,0.56,,0.71,,0.84,0.98,1.32,1.59,2.02,2.32,2.49,2.83,3.08
2017-03-06,0.56,,0.74,,0.83,0.97,1.31,1.6,2.02,2.32,2.49,2.84,3.1
2017-03-07,0.55,,0.76,,0.87,1.02,1.32,1.62,2.05,2.34,2.52,2.85,3.11
2017-03-08,0.54,,0.73,,0.86,1.03,1.36,1.65,2.08,2.38,2.57,2.89,3.15
2017-03-09,0.5,,0.73,,0.88,1.04,1.37,1.67,2.13,2.43,2.6,2.94,3.19
2017-03-10,0.6,,0.75,,0.89,1.03,1.36,1.66,2.11,2.4,2.58,2.94,3.16
2017-03-13,0.69,,0.79,,0.93,1.06,1.4,1.69,2.14,2.43,2.62,2.97,3.2
2017-03-14,0.77,,0.78,,0.93,1.06,1.4,1.68,2.13,2.42,2.6,2.94,3.17
2017-03-15,0.71,,0.73,,0.89,1.02,1.33,1.59,2.02,2.31,2.51,2.87,3.11
2017-03-16,0.68,,0.73,,0.89,1.01,1.35,1.63,2.05,2.34,2.53,2.89,3.14
2017-03-17,0.71,,0.73,,0.87,1.0,1.33,1.6,2.03,2.31,2.5,2.86,3.11
2017-03-20,0.7,,0.76,,0.89,1.01,1.3,1.57,2.0,2.28,2.47,2.83,3.08
2017-03-21,0.76,,0.77,,0.91,1.0,1.27,1.54,1.96,2.24,2.43,2.79,3.04
2017-03-22,0.74,,0.77,,0.9,0.99,1.27,1.52,1.95,2.22,2.4,2.76,3.02
2017-03-23,0.73,,0.76,,0.9,0.99,1.26,1.52,1.95,2.23,2.41,2.76,3.02
2017-03-24,0.73,,0.78,,0.89,1.0,1.26,1.52,1.93,2.22,2.4,2.74,3.0
2017-03-27,0.73,,0.78,,0.91,1.0,1.27,1.51,1.93,2.2,2.38,2.73,2.98
2017-03-28,0.75,,0.78,,0.92,1.03,1.3,1.56,1.97,2.25,2.42,2.77,3.02
2017-03-29,0.76,,0.78,,0.92,1.04,1.26,1.53,1.93,2.21,2.39,2.74,2.99
2017-03-30,0.75,,0.78,,0.91,1.03,1.28,1.55,1.96,2.25,2.42,2.78,3.03
2017-03-31,0.74,,0.76,,0.91,1.03,1.27,1.5,1.93,2.22,2.4,2.76,3.02
