date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1996-03-01,,,4.98,,4.94,5.07,5.26,5.4,5.6,5.86,5.99,6.48,6.38
1996-03-04,,,5.02,,4.98,5.02,5.21,5.32,5.52,5.78,5.92,6.43,6.34
1996-03-05,,,5.02,,5.01,5.07,5.28,5.4,5.6,5.84,5.96,6.48,6.39
1996-03-06,,,5.03,,5.05,5.13,5.36,5.48,5.68,5.93,6.05,6.54,6.44
1996-03-07,,,5.03,,5.06,5.14,5.4,5.53,5.71,5.96,6.07,6.56,6.46
1996-03-08,,,5.01,,5.2,5.39,5.73,5.88,6.05,6.28,6.41,6.84,6.7
1996-03-11,,,5.09,,5.18,5.38,5.71,5.86,6.0,6.24,6.33,6.76,6.63
1996-03-12,,,5.09,,5.19,5.41,5.78,5.92,6.04,6.28,6.36,6.79,6.66
1996-03-13,,,5.09,,5.18,5.39,5.73,5.86,6.03,6.28,6.35,6.83,6.68
1996-03-14,,,5.11,,5.16,5.38,5.7,5.84,6.03,6.28,6.36,6.83,6.68
1996-03-15,,,5.14,,5.24,5.51,5.87,6.01,6.19,6.4,6.46,6.9,6.75
1996-03-18,,,5.17,,5.27,5.51,5.89,6.02,6.16,6.38,6.43,6.86,6.71
1996-03-19,,,5.19,,5.26,5.47,5.85,5.99,6.15,6.35,6.41,6.86,6.7
1996-03-20,,,5.16,,5.22,5.41,5.76,5.86,6.05,6.26,6.34,6.81,6.65
1996-03-21,,,5.07,,5.21,5.4,5.72,5.82,6.01,6.23,6.28,6.78,6.62
1996-03-22,,,5.1,,5.22,5.41,5.74,5.85,6.05,6.26,6.32,6.8,6.65
1996-03-25,,,5.13,,5.16,5.38,5.69,5.81,6.0,6.2,6.26,6.74,6.58
1996-03-26,,,5.13,,5.18,5.38,5.72,5.82,6.0,6.19,6.25,6.73,6.59
1996-03-27,,,5.17,,5.19,5.45,5.81,5.93,6.12,6.3,6.34,6.84,6.68
1996-03-28,,,5.19,,5.23,5.48,5.88,5.99,6.2,6.38,6.41,6.9,6.73
1996-03-29,,,5.13,,5.2,5.41,5.79,5.91,6.1,6.3,6.34,6.83,6.67
