date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2013-12-02,0.02,,0.05,,0.1,0.13,0.3,0.59,1.43,2.16,2.81,3.58,3.86
2013-12-03,0.04,,0.06,,0.1,0.13,0.28,0.58,1.4,2.13,2.79,3.56,3.84
2013-12-04,0.04,,0.06,,0.1,0.14,0.3,0.6,1.45,2.19,2.84,3.63,3.9
2013-12-05,0.02,,0.06,,0.1,0.13,0.3,0.61,1.49,2.23,2.88,3.65,3.92
2013-12-06,0.03,,0.06,,0.1,0.13,0.3,0.64,1.51,2.23,2.88,3.63,3.9
2013-12-09,0.04,,0.07,,0.1,0.13,0.3,0.64,1.5,2.23,2.86,3.61,3.88
2013-12-10,0.03,,0.07,,0.1,0.14,0.3,0.62,1.46,2.17,2.81,3.56,3.83
2013-12-11,0.02,,0.07,,0.1,0.13,0.31,0.63,1.5,2.21,2.86,3.61,3.87
2013-12-12,0.01,,0.07,,0.09,0.14,0.34,0.67,1.55,2.26,2.89,3.63,3.91
2013-12-13,0.02,,0.07,,0.09,0.14,0.34,0.68,1.55,2.25,2.88,3.61,3.88
2013-12-16,0.02,,0.07,,0.09,0.13,0.34,0.68,1.55,2.26,2.89,3.63,3.9
2013-12-17,0.02,,0.07,,0.09,0.14,0.34,0.65,1.52,2.22,2.85,3.6,3.88
2013-12-18,0.01,,0.07,,0.1,0.13,0.32,0.64,1.55,2.26,2.89,3.63,3.9
2013-12-19,0.01,,0.06,,0.09,0.13,0.35,0.7,1.63,2.35,2.94,3.64,3.91
2013-12-20,0.02,,0.07,,0.09,0.13,0.37,0.74,1.66,2.33,2.89,3.57,3.82
2013-12-23,0.01,,0.07,,0.09,0.14,0.38,0.77,1.68,2.37,2.94,3.6,3.85
2013-12-24,0.01,,0.07,,0.09,0.14,0.38,0.8,1.73,2.43,2.99,3.66,3.9
2013-12-26,0.0,,0.07,,0.09,0.13,0.42,0.81,1.74,2.43,3.0,3.68,3.92
2013-12-27,0.01,,0.07,,0.09,0.12,0.4,0.79,1.74,2.44,3.02,3.7,3.94
2013-12-30,0.01,,0.07,,0.1,0.13,0.39,0.77,1.71,2.4,2.99,3.66,3.9
2013-12-31,0.01,,0.07,,0.1,0.13,0.38,0.78,1.75,2.45,3.04,3.72,3.96
