date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2013-09-03,0.03,,0.02,,0.05,0.14,0.43,0.83,1.68,2.31,2.86,3.54,3.79
2013-09-04,0.02,,0.02,,0.05,0.14,0.46,0.89,1.74,2.36,2.9,3.56,3.8
2013-09-05,0.03,,0.02,,0.06,0.16,0.52,0.97,1.85,2.45,2.98,3.64,3.88
2013-09-06,0.02,,0.02,,0.05,0.14,0.46,0.91,1.77,2.38,2.94,3.62,3.87
2013-09-09,0.02,,0.02,,0.04,0.12,0.45,0.87,1.71,2.34,2.9,3.6,3.84
2013-09-10,0.01,,0.02,,0.04,0.13,0.5,0.92,1.78,2.4,2.96,3.65,3.88
2013-09-11,0.01,,0.02,,0.05,0.12,0.47,0.88,1.72,2.34,2.93,3.61,3.85
2013-09-12,0.01,,0.01,,0.02,0.13,0.45,0.87,1.72,2.34,2.92,3.6,3.85
2013-09-13,0.01,,0.01,,0.02,0.13,0.45,0.87,1.71,2.32,2.9,3.59,3.84
2013-09-16,0.01,,0.02,,0.04,0.13,0.41,0.8,1.65,2.27,2.88,3.61,3.87
2013-09-17,0.01,,0.01,,0.04,0.12,0.39,0.78,1.62,2.26,2.86,3.57,3.84
2013-09-18,0.01,,0.01,,0.04,0.11,0.34,0.67,1.43,2.05,2.69,3.46,3.75
2013-09-19,0.0,,0.01,,0.03,0.1,0.34,0.69,1.49,2.13,2.76,3.52,3.8
2013-09-20,0.01,,0.01,,0.05,0.11,0.34,0.69,1.5,2.13,2.75,3.5,3.77
2013-09-23,0.01,,0.02,,0.05,0.1,0.35,0.68,1.48,2.1,2.72,3.46,3.73
2013-09-24,0.02,,0.02,,0.05,0.1,0.35,0.67,1.44,2.05,2.67,3.4,3.67
2013-09-25,0.02,,0.02,,0.05,0.1,0.36,0.66,1.41,2.01,2.63,3.37,3.65
2013-09-26,0.04,,0.0,,0.03,0.09,0.34,0.67,1.43,2.05,2.66,3.41,3.69
2013-09-27,0.03,,0.02,,0.03,0.1,0.34,0.64,1.4,2.02,2.64,3.4,3.68
2013-09-30,0.03,,0.02,,0.04,0.1,0.33,0.63,1.39,2.02,2.64,3.41,3.69
