date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2013-11-01,0.03,,0.04,,0.08,0.1,0.33,0.61,1.37,2.03,2.65,3.4,3.69
2013-11-04,0.02,,0.05,,0.09,0.09,0.32,0.6,1.36,2.01,2.63,3.4,3.7
2013-11-05,0.06,,0.05,,0.08,0.1,0.32,0.6,1.39,2.06,2.69,3.46,3.76
2013-11-06,0.05,,0.05,,0.09,0.11,0.3,0.58,1.34,2.02,2.67,3.46,3.77
2013-11-07,0.04,,0.05,,0.09,0.11,0.29,0.55,1.31,1.98,2.63,3.41,3.71
2013-11-08,0.04,,0.06,,0.09,0.12,0.32,0.62,1.42,2.12,2.77,3.55,3.84
2013-11-12,0.05,,0.08,,0.1,0.13,0.34,0.65,1.47,2.16,2.8,3.57,3.86
2013-11-13,0.06,,0.08,,0.1,0.13,0.32,0.61,1.41,2.1,2.75,3.54,3.83
2013-11-14,0.06,,0.08,,0.1,0.13,0.29,0.56,1.34,2.04,2.69,3.49,3.79
2013-11-15,0.06,,0.08,,0.1,0.13,0.31,0.58,1.36,2.06,2.71,3.5,3.8
2013-11-18,0.05,,0.09,,0.1,0.13,0.31,0.56,1.33,2.02,2.67,3.46,3.76
2013-11-19,0.05,,0.08,,0.1,0.14,0.29,0.58,1.37,2.06,2.71,3.5,3.8
2013-11-20,0.06,,0.08,,0.11,0.12,0.28,0.57,1.39,2.13,2.8,3.61,3.9
2013-11-21,0.02,,0.07,,0.1,0.12,0.29,0.55,1.38,2.12,2.79,3.59,3.89
2013-11-22,0.02,,0.07,,0.1,0.12,0.31,0.57,1.37,2.1,2.75,3.54,3.84
2013-11-25,0.04,,0.08,,0.11,0.14,0.3,0.57,1.37,2.08,2.74,3.53,3.83
2013-11-26,0.07,,0.07,,0.11,0.13,0.29,0.55,1.34,2.05,2.71,3.5,3.8
2013-11-27,0.06,,0.07,,0.11,0.13,0.28,0.55,1.36,2.08,2.74,3.52,3.81
2013-11-29,0.05,,0.06,,0.11,0.13,0.28,0.56,1.37,2.1,2.75,3.54,3.82
