date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1994-11-01,,,5.22,,5.75,6.25,6.93,7.21,7.58,7.75,7.91,8.2,8.06
1994-11-02,,,5.23,,5.76,6.28,6.96,7.25,7.63,7.79,7.96,8.22,8.09
1994-11-03,,,5.25,,5.77,6.31,6.98,7.28,7.65,7.8,7.96,8.24,8.11
1994-11-04,,,5.33,,5.87,6.39,7.05,7.37,7.72,7.88,8.04,8.3,8.16
1994-11-07,,,5.42,,5.93,6.42,7.06,7.39,7.73,7.89,8.05,8.3,8.16
1994-11-08,,,5.37,,5.89,6.39,7.02,7.39,7.69,7.85,8.01,8.24,8.12
1994-11-09,,,5.34,,5.86,6.37,7.01,7.35,7.64,7.79,7.94,8.21,8.09
1994-11-10,,,5.38,,5.88,6.5,7.06,7.4,7.69,7.84,7.98,8.27,8.15
1994-11-14,,,5.46,,5.97,6.49,7.06,7.37,7.66,7.8,7.94,8.2,8.09
1994-11-15,,,5.53,,6.03,6.55,7.1,7.41,7.69,7.78,7.92,8.15,8.05
1994-11-16,,,5.52,,6.04,6.59,7.15,7.45,7.73,7.86,7.97,8.22,8.09
1994-11-17,,,5.51,,6.05,6.62,7.21,7.52,7.79,7.9,8.03,8.27,8.14
1994-11-18,,,5.5,,6.04,6.64,7.23,7.52,7.79,7.91,8.01,8.26,8.14
1994-11-21,,,5.53,,6.09,6.68,7.3,7.57,7.83,7.92,8.03,8.26,8.14
1994-11-22,,,5.49,,6.08,6.67,7.29,7.56,7.82,7.9,8.0,8.23,8.11
1994-11-23,,,5.44,,5.98,6.57,7.18,7.43,7.64,7.71,7.81,8.06,7.96
1994-11-25,,,5.45,,5.99,6.58,7.19,7.44,7.65,7.71,7.8,8.04,7.94
1994-11-28,,,5.6,,6.12,6.74,7.35,7.59,7.77,7.8,7.88,8.1,7.99
1994-11-29,,,5.69,,6.18,6.85,7.44,7.68,7.86,7.88,7.95,8.15,8.05
1994-11-30,,,5.72,,6.22,6.91,7.4,7.62,7.79,7.84,7.91,8.1,7.99
