date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2004-08-02,1.28,,1.5,,1.78,2.12,2.66,3.06,3.68,4.1,4.48,5.22,
2004-08-03,1.37,,1.48,,1.77,2.11,2.66,3.05,3.67,4.08,4.45,5.2,
2004-08-04,1.34,,1.49,,1.76,2.11,2.66,3.05,3.66,4.08,4.45,5.2,
2004-08-05,1.34,,1.48,,1.75,2.09,2.64,3.04,3.64,4.05,4.43,5.18,
2004-08-06,1.36,,1.44,,1.67,1.91,2.4,2.79,3.4,3.84,4.24,5.04,
2004-08-09,1.4,,1.51,,1.73,1.97,2.45,2.86,3.45,3.88,4.28,5.06,
2004-08-10,1.42,,1.5,,1.75,2.01,2.55,2.94,3.52,3.94,4.32,5.08,
2004-08-11,1.4,,1.44,,1.73,2.0,2.54,2.91,3.51,3.92,4.3,5.07,
2004-08-12,1.31,,1.43,,1.73,1.99,2.52,2.89,3.47,3.89,4.27,5.05,
2004-08-13,1.32,,1.44,,1.72,1.97,2.47,2.85,3.42,3.85,4.22,5.02,
2004-08-16,1.36,,1.49,,1.77,2.01,2.51,2.87,3.45,3.89,4.26,5.06,
2004-08-17,1.38,,1.48,,1.75,1.98,2.44,2.81,3.39,3.83,4.21,5.02,
2004-08-18,1.37,,1.49,,1.74,1.97,2.44,2.82,3.41,3.85,4.23,5.04,
2004-08-19,1.35,,1.48,,1.73,1.96,2.43,2.8,3.39,3.84,4.22,5.03,
2004-08-20,1.34,,1.49,,1.74,1.98,2.46,2.83,3.42,3.86,4.24,5.03,
2004-08-23,1.33,,1.54,,1.8,2.03,2.5,2.87,3.46,3.9,4.28,5.08,
2004-08-24,1.39,,1.54,,1.8,2.03,2.5,2.87,3.46,3.91,4.28,5.08,
2004-08-25,1.38,,1.54,,1.79,2.03,2.51,2.88,3.46,3.89,4.26,5.06,
2004-08-26,1.4,,1.55,,1.79,2.02,2.48,2.85,3.42,3.85,4.22,5.03,
2004-08-27,1.43,,1.56,,1.8,2.03,2.48,2.85,3.43,3.86,4.23,5.02,
2004-08-30,1.45,,1.61,,1.83,2.04,2.47,2.82,3.4,3.82,4.19,4.99,
2004-08-31,1.45,,1.59,,1.79,1.99,2.41,2.75,3.33,3.76,4.13,4.93,
