date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2004-09-01,1.43,,1.58,,1.79,1.99,2.41,2.74,3.32,3.76,4.13,4.93,
2004-09-02,1.46,,1.6,,1.8,2.02,2.46,2.8,3.4,3.83,4.2,4.99,
2004-09-03,1.49,,1.65,,1.87,2.12,2.61,2.94,3.52,3.93,4.3,5.07,
2004-09-07,1.53,,1.66,,1.91,2.13,2.58,2.91,3.48,3.89,4.26,5.03,
2004-09-08,1.57,,1.65,,1.88,2.09,2.5,2.83,3.4,3.8,4.18,4.96,
2004-09-09,1.57,,1.64,,1.88,2.09,2.5,2.85,3.41,3.84,4.22,4.99,
2004-09-10,1.6,,1.66,,1.87,2.08,2.5,2.84,3.4,3.79,4.19,4.97,
2004-09-13,1.59,,1.66,,1.89,2.1,2.5,2.83,3.38,3.78,4.16,4.94,
2004-09-14,1.57,,1.66,,1.88,2.08,2.47,2.81,3.35,3.76,4.15,4.93,
2004-09-15,1.56,,1.67,,1.88,2.09,2.51,2.84,3.39,3.8,4.18,4.96,
2004-09-16,1.55,,1.67,,1.87,2.06,2.44,2.75,3.29,3.69,4.08,4.86,
2004-09-17,1.58,,1.71,,1.9,2.11,2.53,2.83,3.35,3.75,4.14,4.91,
2004-09-20,1.6,,1.73,,1.92,2.1,2.46,2.75,3.28,3.68,4.07,4.85,
2004-09-21,1.62,,1.72,,1.93,2.12,2.49,2.79,3.28,3.66,4.05,4.82,
2004-09-22,1.53,,1.71,,1.93,2.12,2.5,2.78,3.26,3.62,4.0,4.75,
2004-09-23,1.53,,1.72,,1.95,2.16,2.57,2.83,3.3,3.66,4.02,4.78,
2004-09-24,1.53,,1.73,,1.99,2.2,2.62,2.88,3.33,3.69,4.04,4.78,
2004-09-27,1.59,,1.74,,2.0,2.2,2.59,2.84,3.29,3.65,4.01,4.75,
2004-09-28,1.62,,1.72,,1.99,2.18,2.55,2.8,3.28,3.66,4.02,4.78,
2004-09-29,1.52,,1.72,,1.99,2.2,2.61,2.89,3.37,3.75,4.1,4.85,
2004-09-30,1.47,,1.71,,2.0,2.21,2.63,2.89,3.38,3.79,4.14,4.89,
