date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2002-04-01,1.79,,1.79,,2.16,2.76,3.74,4.29,4.93,5.29,5.44,6.04,
2002-04-02,1.79,,1.8,,2.12,2.68,3.63,4.21,4.84,5.21,5.36,5.96,
2002-04-03,1.77,,1.79,,2.08,2.61,3.55,4.14,4.76,5.13,5.3,5.92,
2002-04-04,1.77,,1.78,,2.07,2.61,3.57,4.16,4.76,5.12,5.28,5.89,
2002-04-05,1.76,,1.76,,2.03,2.54,3.49,4.1,4.68,5.04,5.22,5.84,
2002-04-08,1.76,,1.75,,2.02,2.61,3.51,4.03,4.7,5.07,5.25,5.89,
2002-04-09,1.73,,1.73,,2.02,2.55,3.48,4.06,4.67,5.03,5.22,5.84,
2002-04-10,1.72,,1.71,,1.98,2.52,3.48,4.08,4.68,5.05,5.24,5.88,
2002-04-11,1.72,,1.72,,1.97,2.51,3.47,4.07,4.66,5.03,5.22,5.85,
2002-04-12,1.71,,1.71,,1.96,2.44,3.41,4.01,4.6,4.99,5.18,5.81,
2002-04-15,1.71,,1.72,,1.96,2.44,3.38,3.99,4.57,4.95,5.15,5.78,
2002-04-16,1.71,,1.74,,1.97,2.46,3.43,4.03,4.62,5.0,5.2,5.83,
2002-04-17,1.71,,1.73,,1.92,2.43,3.41,3.99,4.64,5.03,5.24,5.9,
2002-04-18,1.7,,1.72,,1.91,2.4,3.38,3.97,4.64,5.02,5.23,5.88,
2002-04-19,1.69,,1.73,,1.91,2.39,3.36,3.95,4.62,5.0,5.21,5.85,
2002-04-22,1.67,,1.72,,1.92,2.41,3.37,3.94,4.62,4.98,5.19,5.85,
2002-04-23,1.68,,1.73,,1.92,2.41,3.39,3.96,4.62,4.98,5.18,5.83,
2002-04-24,1.67,,1.72,,1.89,2.35,3.28,3.87,4.53,4.9,5.11,5.77,
2002-04-25,1.68,,1.74,,1.9,2.33,3.25,3.83,4.52,4.89,5.1,5.77,
2002-04-26,1.68,,1.75,,1.9,2.31,3.22,3.8,4.49,4.86,5.08,5.73,
2002-04-29,1.73,,1.78,,1.93,2.36,3.26,3.85,4.55,4.91,5.13,5.77,
2002-04-30,1.77,,1.77,,1.91,2.35,3.24,3.83,4.53,4.88,5.11,5.74,
