date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2002-08-01,1.7,,1.68,,1.66,1.75,2.15,2.6,3.46,4.04,4.47,5.41,
2002-08-02,1.66,,1.63,,1.59,1.65,1.99,2.43,3.27,3.88,4.33,5.29,
2002-08-05,1.68,,1.64,,1.59,1.68,1.93,2.34,3.21,3.83,4.29,5.26,
2002-08-06,1.71,,1.65,,1.6,1.69,2.11,2.53,3.36,3.98,4.42,5.35,
2002-08-07,1.66,,1.59,,1.55,1.64,1.98,2.4,3.24,3.89,4.35,5.31,
2002-08-08,1.67,,1.62,,1.59,1.68,2.1,2.52,3.35,3.96,4.4,5.34,
2002-08-09,1.66,,1.62,,1.59,1.68,2.1,2.49,3.28,3.85,4.27,5.22,
2002-08-12,1.68,,1.68,,1.64,1.75,2.1,2.48,3.24,3.81,4.22,5.16,
2002-08-13,1.68,,1.63,,1.58,1.7,2.0,2.37,3.15,3.72,4.12,5.09,
2002-08-14,1.68,,1.64,,1.61,1.77,2.12,2.47,3.19,3.74,4.06,5.03,
2002-08-15,1.66,,1.62,,1.63,1.78,2.22,2.58,3.28,3.85,4.17,5.12,
2002-08-16,1.66,,1.62,,1.65,1.82,2.28,2.67,3.41,3.99,4.32,5.24,
2002-08-19,1.67,,1.67,,1.68,1.86,2.25,2.64,3.4,3.97,4.29,5.21,
2002-08-20,1.69,,1.62,,1.64,1.77,2.12,2.5,3.25,3.84,4.17,5.12,
2002-08-21,1.68,,1.63,,1.65,1.77,2.12,2.51,3.28,3.85,4.2,5.14,
2002-08-22,1.66,,1.65,,1.68,1.85,2.22,2.61,3.37,3.95,4.3,5.22,
2002-08-23,1.66,,1.65,,1.67,1.8,2.19,2.56,3.31,3.88,4.25,5.15,
2002-08-26,1.68,,1.68,,1.69,1.79,2.19,2.56,3.29,3.85,4.22,5.12,
2002-08-27,1.69,,1.68,,1.71,1.89,2.26,2.63,3.37,3.93,4.29,5.2,
2002-08-28,1.71,,1.67,,1.69,1.85,2.23,2.59,3.31,3.86,4.22,5.14,
2002-08-29,1.71,,1.68,,1.66,1.75,2.14,2.51,3.24,3.8,4.16,5.08,
2002-08-30,1.7,,1.69,,1.67,1.74,2.14,2.5,3.22,3.78,4.14,5.06,
