date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2002-07-01,1.71,,1.72,,1.78,2.09,2.88,3.35,4.08,4.54,4.85,5.64,
2002-07-02,1.72,,1.72,,1.76,2.04,2.78,3.24,3.99,4.45,4.77,5.56,
2002-07-03,1.71,,1.72,,1.74,2.02,2.78,3.25,4.0,4.47,4.78,5.57,
2002-07-05,1.71,,1.72,,1.77,2.08,2.9,3.38,4.13,4.6,4.9,5.67,
2002-07-08,1.73,,1.73,,1.78,2.08,2.84,3.32,4.07,4.53,4.84,5.63,
2002-07-09,1.72,,1.72,,1.75,2.01,2.74,3.21,3.98,4.47,4.78,5.57,
2002-07-10,1.73,,1.72,,1.74,1.97,2.61,3.07,3.85,4.33,4.66,5.48,
2002-07-11,1.72,,1.72,,1.74,1.95,2.61,3.07,3.86,4.33,4.66,5.47,
2002-07-12,1.71,,1.71,,1.74,1.97,2.56,3.02,3.82,4.3,4.63,5.45,
2002-07-15,1.71,,1.72,,1.73,1.97,2.55,3.04,3.85,4.33,4.66,5.49,
2002-07-16,1.74,,1.72,,1.75,1.99,2.66,3.14,3.93,4.42,4.75,5.58,
2002-07-17,1.72,,1.72,,1.75,1.99,2.63,3.1,3.89,4.36,4.71,5.54,
2002-07-18,1.72,,1.72,,1.74,1.95,2.55,3.01,3.82,4.29,4.66,5.52,
2002-07-19,1.71,,1.71,,1.73,1.94,2.48,2.94,3.76,4.25,4.61,5.47,
2002-07-22,1.71,,1.7,,1.73,1.94,2.4,2.83,3.65,4.15,4.51,5.4,
2002-07-23,1.73,,1.7,,1.71,1.91,2.34,2.76,3.59,4.11,4.47,5.39,
2002-07-24,1.7,,1.69,,1.7,1.89,2.38,2.81,3.6,4.13,4.49,5.42,
2002-07-25,1.71,,1.7,,1.69,1.86,2.28,2.69,3.51,4.05,4.43,5.39,
2002-07-26,1.71,,1.69,,1.68,1.8,2.2,2.62,3.46,4.03,4.43,5.42,
2002-07-29,1.73,,1.72,,1.74,1.93,2.41,2.84,3.68,4.22,4.62,5.54,
2002-07-30,1.73,,1.72,,1.75,1.96,2.44,2.88,3.71,4.24,4.65,5.54,
2002-07-31,1.73,,1.71,,1.7,1.8,2.23,2.67,3.53,4.09,4.51,5.41,
