date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2002-03-01,1.78,,1.77,,1.91,2.33,3.18,3.73,4.43,4.82,4.98,5.7,
2002-03-04,1.77,,1.81,,1.94,2.36,3.24,3.75,4.43,4.86,5.02,5.71,
2002-03-05,1.78,,1.8,,1.93,2.36,3.25,3.77,4.44,4.86,5.02,5.7,
2002-03-06,1.77,,1.78,,1.92,2.34,3.26,3.77,4.45,4.89,5.06,5.74,
2002-03-07,1.77,,1.78,,1.96,2.43,3.36,3.95,4.65,5.07,5.22,5.88,
2002-03-08,1.77,,1.81,,2.05,2.57,3.6,4.21,4.77,5.17,5.33,5.95,
2002-03-11,1.8,,1.86,,2.08,2.59,3.59,4.17,4.77,5.18,5.33,5.96,
2002-03-12,1.82,,1.84,,2.06,2.57,3.56,4.14,4.75,5.17,5.32,5.96,
2002-03-13,1.8,,1.82,,2.02,2.52,3.49,4.06,4.69,5.11,5.28,5.95,
2002-03-14,1.79,,1.86,,2.06,2.59,3.63,4.2,4.83,5.24,5.4,6.05,
2002-03-15,1.79,,1.86,,2.09,2.61,3.63,4.23,4.8,5.2,5.35,5.98,
2002-03-18,1.77,,1.88,,2.14,2.65,3.67,4.27,4.79,5.17,5.32,5.95,
2002-03-19,1.81,,1.85,,2.1,2.61,3.64,4.26,4.78,5.18,5.33,5.96,
2002-03-20,1.79,,1.84,,2.12,2.66,3.71,4.3,4.87,5.25,5.4,6.04,
2002-03-21,1.78,,1.84,,2.12,2.66,3.73,4.39,4.88,5.26,5.39,6.02,
2002-03-22,1.78,,1.84,,2.13,2.7,3.77,4.4,4.9,5.28,5.4,6.04,
2002-03-25,1.78,,1.85,,2.16,2.75,3.78,4.38,4.92,5.28,5.41,6.03,
2002-03-26,1.82,,1.81,,2.12,2.69,3.68,4.27,4.85,5.23,5.35,5.96,
2002-03-27,1.77,,1.81,,2.1,2.65,3.66,4.28,4.85,5.22,5.35,5.96,
2002-03-28,1.76,,1.79,,2.12,2.7,3.72,4.31,4.91,5.29,5.42,6.03,
