date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1999-10-01,,,4.88,,5.01,5.3,5.73,5.83,5.9,6.22,6.0,6.57,6.15
1999-10-04,,,4.87,,5.1,5.27,5.7,5.79,5.85,6.15,5.95,6.51,6.1
1999-10-05,,,4.86,,5.12,5.33,5.78,5.87,5.94,6.24,6.02,6.59,6.17
1999-10-06,,,4.81,,5.09,5.36,5.81,5.89,5.98,6.27,6.04,6.6,6.17
1999-10-07,,,4.84,,5.12,5.36,5.82,5.91,5.99,6.28,6.05,6.6,6.19
1999-10-08,,,4.82,,5.11,5.36,5.8,5.87,5.97,6.27,6.04,6.61,6.2
1999-10-12,,,4.93,,5.14,5.38,5.82,5.89,5.99,6.29,6.07,6.63,6.23
1999-10-13,,,4.98,,5.16,5.43,5.87,5.93,6.04,6.35,6.12,6.69,6.29
1999-10-14,,,5.02,,5.17,5.45,5.9,5.97,6.09,6.41,6.17,6.73,6.32
1999-10-15,,,5.04,,5.15,5.42,5.82,5.89,5.99,6.33,6.09,6.66,6.26
1999-10-18,,,5.15,,5.21,5.42,5.85,5.92,6.03,6.34,6.12,6.69,6.3
1999-10-19,,,5.15,,5.24,5.47,5.92,5.99,6.09,6.39,6.18,6.74,6.35
1999-10-20,,,5.15,,5.25,5.49,5.94,6.02,6.11,6.41,6.19,6.74,6.34
1999-10-21,,,5.14,,5.27,5.48,5.93,6.02,6.11,6.43,6.2,6.76,6.36
1999-10-22,,,5.07,,5.28,5.5,5.96,6.02,6.13,6.43,6.21,6.76,6.36
1999-10-25,,,5.14,,5.33,5.54,5.98,6.06,6.14,6.44,6.22,6.75,6.36
1999-10-26,,,5.15,,5.34,5.57,6.02,6.09,6.17,6.46,6.24,6.77,6.38
1999-10-27,,,5.14,,5.33,5.53,5.94,6.04,6.13,6.39,6.19,6.71,6.33
1999-10-28,,,5.11,,5.31,5.49,5.87,5.95,6.05,6.3,6.12,6.63,6.25
1999-10-29,,,5.12,,5.28,5.43,5.79,5.9,5.97,6.19,6.02,6.52,6.16
