date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1999-06-01,,,4.77,,4.97,5.09,5.54,5.63,5.74,5.99,5.78,6.27,5.94
1999-06-02,,,4.74,,4.96,5.07,5.55,5.64,5.75,5.98,5.8,6.26,5.94
1999-06-03,,,4.65,,4.96,5.07,5.54,5.62,5.75,5.95,5.8,6.25,5.96
1999-06-04,,,4.57,,4.95,5.07,5.56,5.64,5.75,5.97,5.82,6.28,5.97
1999-06-07,,,4.64,,4.98,5.08,5.56,5.64,5.73,5.96,5.81,6.27,5.97
1999-06-08,,,4.62,,4.98,5.1,5.57,5.65,5.74,5.97,5.83,6.3,6.0
1999-06-09,,,4.6,,4.99,5.12,5.61,5.69,5.79,6.02,5.87,6.32,6.02
1999-06-10,,,4.67,,5.03,5.13,5.66,5.74,5.85,6.07,5.92,6.37,6.05
1999-06-11,,,4.74,,5.1,5.16,5.7,5.78,5.92,6.17,6.02,6.47,6.13
1999-06-14,,,4.76,,5.06,5.13,5.66,5.75,5.89,6.12,5.98,6.43,6.11
1999-06-15,,,4.74,,5.08,5.09,5.66,5.74,5.87,6.12,5.98,6.43,6.11
1999-06-16,,,4.67,,5.02,5.0,5.61,5.69,5.84,6.09,5.94,6.4,6.08
1999-06-17,,,4.64,,4.95,4.95,5.49,5.56,5.67,5.92,5.79,6.27,5.95
1999-06-18,,,4.69,,4.99,4.98,5.56,5.63,5.75,5.95,5.84,6.3,5.98
1999-06-21,,,4.74,,5.05,5.01,5.62,5.68,5.81,6.04,5.9,6.36,6.03
1999-06-22,,,4.73,,5.05,5.15,5.65,5.73,5.84,6.08,5.94,6.41,6.07
1999-06-23,,,4.73,,5.05,5.18,5.7,5.79,5.9,6.15,6.0,6.47,6.13
1999-06-24,,,4.74,,5.06,5.18,5.75,5.84,5.93,6.2,6.05,6.51,6.17
1999-06-25,,,4.8,,5.1,5.18,5.73,5.81,5.91,6.18,6.02,6.49,6.16
1999-06-28,,,4.88,,5.15,5.15,5.68,5.75,5.86,6.11,5.96,6.42,6.1
1999-06-29,,,4.84,,5.13,5.17,5.68,5.75,5.84,6.08,5.93,6.38,6.07
1999-06-30,,,4.78,,5.04,5.07,5.53,5.59,5.67,5.93,5.81,6.29,5.98
