date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1999-05-03,,,4.62,,4.69,4.79,5.08,5.16,5.25,5.44,5.38,5.93,5.67
1999-05-04,,,4.63,,4.69,4.8,5.12,5.2,5.3,5.48,5.42,6.0,5.72
1999-05-05,,,4.61,,4.67,4.75,5.09,5.16,5.27,5.46,5.4,5.97,5.71
1999-05-06,,,4.62,,4.68,4.79,5.19,5.26,5.39,5.57,5.52,6.07,5.8
1999-05-07,,,4.62,,4.69,4.78,5.19,5.27,5.4,5.6,5.54,6.1,5.82
1999-05-10,,,4.6,,4.69,4.77,5.15,5.24,5.38,5.58,5.54,6.07,5.79
1999-05-11,,,4.62,,4.71,4.8,5.19,5.27,5.4,5.63,5.59,6.11,5.85
1999-05-12,,,4.6,,4.69,4.79,5.19,5.27,5.39,5.6,5.51,6.09,5.83
1999-05-13,,,4.59,,4.68,4.75,5.12,5.19,5.29,5.48,5.41,6.0,5.75
1999-05-14,,,4.64,,4.73,4.86,5.3,5.38,5.48,5.71,5.62,6.16,5.92
1999-05-17,,,4.71,,4.82,4.9,5.31,5.4,5.53,5.75,5.66,6.16,5.91
1999-05-18,,,4.66,,4.82,4.92,5.38,5.46,5.58,5.79,5.68,6.15,5.9
1999-05-19,,,4.63,,4.78,4.9,5.37,5.44,5.54,5.72,5.6,6.09,5.81
1999-05-20,,,4.61,,4.76,4.88,5.35,5.43,5.53,5.74,5.6,6.13,5.83
1999-05-21,,,4.61,,4.77,4.87,5.3,5.37,5.46,5.67,5.52,6.08,5.78
1999-05-24,,,4.64,,4.78,4.86,5.28,5.35,5.43,5.65,5.5,6.08,5.77
1999-05-25,,,4.64,,4.8,4.9,5.3,5.37,5.44,5.66,5.49,6.07,5.76
1999-05-26,,,4.66,,4.81,4.92,5.33,5.41,5.49,5.72,5.55,6.12,5.8
1999-05-27,,,4.65,,4.83,4.98,5.43,5.52,5.59,5.81,5.62,6.15,5.85
1999-05-28,,,4.66,,4.83,4.97,5.42,5.51,5.6,5.83,5.64,6.15,5.84
