date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1990-02-01,,,8.02,,8.13,8.09,8.28,8.35,8.35,8.38,8.42,,8.44
1990-02-02,,,8.07,,8.17,8.13,8.37,8.43,8.42,8.46,8.5,,8.51
1990-02-05,,,8.08,,8.18,8.15,8.37,8.43,8.44,8.48,8.53,,8.53
1990-02-06,,,8.09,,8.17,8.15,8.42,8.43,8.49,8.52,8.57,,8.58
1990-02-07,,,8.08,,8.19,8.17,8.42,8.43,8.51,8.53,8.52,,8.57
1990-02-08,,,8.08,,8.18,8.13,8.37,8.39,8.45,8.48,8.49,,8.5
1990-02-09,,,8.02,,8.09,8.03,8.25,8.24,8.29,8.34,8.31,,8.36
1990-02-12,,,7.99,,8.11,8.06,8.32,8.32,8.37,8.41,8.4,,8.43
1990-02-13,,,7.84,,7.97,7.95,8.21,8.21,8.29,8.36,8.35,,8.39
1990-02-14,,,7.87,,8.0,8.03,8.27,8.27,8.34,8.36,8.36,,8.41
1990-02-15,,,7.97,,8.08,8.11,8.35,8.35,8.4,8.44,8.43,,8.47
1990-02-16,,,7.94,,8.07,8.09,8.36,8.34,8.41,8.43,8.42,,8.46
1990-02-20,,,8.06,,8.2,8.24,8.52,8.52,8.58,8.63,8.62,,8.66
1990-02-21,,,8.01,,8.19,8.22,8.5,8.52,8.6,8.63,8.62,,8.66
1990-02-22,,,7.99,,8.15,8.17,8.45,8.48,8.48,8.57,8.54,,8.56
1990-02-23,,,7.93,,8.09,8.11,8.43,8.45,8.47,8.56,8.53,,8.56
1990-02-26,,,7.97,,8.09,8.1,8.38,8.4,8.4,8.49,8.46,,8.49
1990-02-27,,,7.99,,8.1,8.06,8.34,8.34,8.34,8.43,8.41,,8.45
1990-02-28,,,8.04,,8.14,8.12,8.43,8.45,8.44,8.54,8.51,,8.54
