date,level,slope,curvature,twist,lambdas
1990-01-02,8.016163483205833,-0.16632018040308652,-0.218304353369338,0.053372828402253124,0.498
1990-01-03,8.048751540309896,-0.14710833009104782,-0.1886131444986031,0.08027829651110327,0.498
1990-01-04,8.057009057632644,-0.20978385740077707,-0.12407860777712107,0.022234971912799256,0.498
1990-01-05,8.07763271940696,-0.29620405461316035,-0.020428356660448333,-0.004860820470053139,0.498
1990-01-08,8.118345431095664,-0.3181370859910308,-0.08672780722712721,-0.01151989353292509,0.498
1990-01-09,8.126295944527541,-0.35077008116139,-0.09471228112180048,0.0027179023016916906,0.498
1990-01-10,8.160742229406045,-0.46032856972285774,0.20184024154887673,-0.23991653657886788,0.498
1990-01-11,8.143883520735226,-0.3863147365267015,-0.034534307296379185,-0.05735692058045534,0.498
1990-01-12,8.206989230537301,-0.4988702359226243,0.08686340803501716,-0.07296757725434186,0.498
1990-01-16,8.284271885125522,-0.4242666303268462,0.3039257646800615,-0.18405777594987863,0.498
1990-01-17,8.270563145615627,-0.34606343428986797,-0.02521587102964854,-0.001979555264983708,0.498
1990-01-18,8.361864254651602,-0.38647807999759115,0.43155578890029006,-0.13276871549733932,0.498
1990-01-19,8.307757226929308,-0.38764565140943025,0.4721349759859177,-0.18843648702179264,0.498
1990-01-22,8.331255809325402,-0.4134722696407316,0.299188684569258,-0.11199175976937084,0.498
1990-01-23,8.319679633411273,-0.4671338663042667,0.565959657267155,-0.25453725767482027,0.498
1990-01-24,8.434423330274104,-0.5793101987228158,0.5093242155550803,-0.1400790149599895,0.498
1990-01-25,8.490034101405124,-0.6192501561474885,0.540664302908091,-0.17287266114546287,0.498
1990-01-26,8.594914859679498,-0.7454467090080846,0.7333417162709895,-0.3115418246542557,0.498
1990-01-29,8.572038186152716,-0.6420395058017033,0.5239396192365041,-0.1688834035315206,0.498
1990-01-30,8.57057811343774,-0.6114198330452689,0.4327663133329274,-0.07390127067720818,0.498
1990-01-31,8.486128990691272,-0.533158528677102,0.5550076588630963,-0.19709118272587614,0.498
1990-02-01,8.459685283235954,-0.4869426316110777,0.5088183712036655,-0.1508369155450702,0.498
1990-02-02,8.527312561273769,-0.5240652154407848,0.6227884885732757,-0.16702622063296926,0.498
1990-02-05,8.546271876371405,-0.5217320359897429,0.5160513811984377,-0.09232583083872854,0.498
1990-02-06,8.596748655236299,-0.5777453528863365,0.5321999686544843,-0.08631536607931245,0.498
1990-02-07,8.578242190208194,-0.565702025563819,0.6774810230847284,-0.1648374725431094,0.498
1990-02-08,8.497565509464605,-0.4661768879797314,0.45011892662177205,0.006017860777681618,0.498
1990-02-09,8.361431280236447,-0.3855935080548495,0.31501116681891933,-0.030369402096743135,0.498
1990-02-12,8.436831001569196,-0.5036900991968167,0.6374951704043722,-0.14152933428707315,0.498
1990-02-13,8.405748595038657,-0.6198152187942005,0.594518517010992,-0.10928515779436172,0.498
1990-02-14,8.437608592445853,-0.6479474207207031,0.9758171331538553,-0.375723359099253,0.498
1990-02-15,8.492222620567325,-0.6040363563134269,0.9219854493922581,-0.32703760217812616,0.498
1990-02-16,8.480800764603611,-0.6274265729544449,1.048818583917798,-0.3747802980707681,0.498
1990-02-20,8.686788623797115,-0.7202908079613916,1.1165003900433437,-0.38870406864446516,0.498
1990-02-21,8.68161753286088,-0.7582873313921479,1.197617080314721,-0.38471080197986424,0.498
1990-02-22,8.58024018607733,-0.6783088874937422,1.1762882083634463,-0.3764050666513786,0.498
1990-02-23,8.581303451442935,-0.7520333888202588,1.2293316312373008,-0.3847938096417043,0.498
1990-02-26,8.508168465006905,-0.6282667793513604,0.9986589174901369,-0.3154865763361729,0.498
1990-02-27,8.471146661255084,-0.5524233331424685,0.7249210513738001,-0.24495999604885257,0.498
1990-02-28,8.552247519332518,-0.605728958812874,0.8738620676311173,-0.23501203991557243,0.498
1990-03-01,8.62665338485073,-0.6553059741186247,1.1388009416916234,-0.35434621414719647,0.498
1990-03-02,8.569330660244905,-0.6445781631736857,1.3035990377795676,-0.44301575711527014,0.498
1990-03-05,8.682172745745987,-0.6660848776960266,1.1967982703860882,-0.3817901073097072,0.498
1990-03-06,8.586099098486043,-0.5149187441804374,1.0329120827060418,-0.2343555602898821,0.498
1990-03-07,8.572466605132465,-0.5026621902981059,0.9930673341535923,-0.20381246562010016,0.498
1990-03-08,8.563221554558531,-0.5083015304872494,1.381194678372369,-0.44530564983653265,0.498
1990-03-09,8.631538506470983,-0.5234640476524037,1.7701640270801084,-0.6202828343693131,0.498
1990-03-12,8.616213222153286,-0.5036423987682819,1.692161575933809,-0.575594532425441,0.498
1990-03-13,8.726408006574227,-0.6292176446833829,1.8411283686988815,-0.6429905776750257,0.498
1990-03-14,8.59539719648446,-0.5058697068487452,1.6300492583996025,-0.4467109113811466,0.498
1990-03-15,8.618390737413254,-0.5454393337045585,1.7110817937676088,-0.4924178401899318,0.498
1990-03-16,8.53956970817241,-0.47058716880081614,1.5249669315252863,-0.4320494474764279,0.498
1990-03-19,8.512206225075008,-0.42293464639958733,1.6500983822313267,-0.41966974838388627,0.498
1990-03-20,8.432659309170122,-0.30580816392943094,1.6415469800108458,-0.4009004541636821,0.498
1990-03-21,8.433366814300674,-0.3313738309690372,1.7681391153751702,-0.4420410302105796,0.498
1990-03-22,8.470985467106345,-0.42688564343467567,1.5854621799732307,-0.4376232370521159,0.498
1990-03-23,8.464821440519106,-0.4415393473752378,1.600306449028948,-0.4613885598701004,0.498
1990-03-26,8.4650677564034,-0.4505932020104572,1.6996536985469757,-0.5585720219172646,0.498
1990-03-27,8.466691130445613,-0.4003034663284252,1.5477514440703155,-0.461807636256417,0.498
1990-03-28,8.462290430570713,-0.4508184581437074,1.6855733769233563,-0.535509402538984,0.498
1990-03-29,8.589615656308172,-0.6051670901899833,1.8164513238555482,-0.6369710638343856,0.498
1990-03-30,8.638579806614638,-0.7104785534080861,1.9753454058350342,-0.6642123416376116,0.498
1990-04-02,8.639983808949628,-0.7235931672636047,1.9254344891547288,-0.6392126118367984,0.498
1990-04-03,8.603300105111321,-0.6344213561287998,1.6716871196738832,-0.464203999937453,0.498
