date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1990-03-01,,,8.08,,8.19,8.21,8.53,8.53,8.53,8.62,8.59,,8.61
1990-03-02,,,8.02,,8.17,8.22,8.48,8.5,8.5,8.57,8.54,,8.55
1990-03-05,,,8.09,,8.27,8.31,8.55,8.59,8.58,8.69,8.65,,8.66
1990-03-06,,,8.17,,8.24,8.31,8.54,8.56,8.57,8.64,8.59,,8.59
1990-03-07,,,8.18,,8.22,8.29,8.54,8.55,8.56,8.63,8.58,,8.58
1990-03-08,,,8.18,,8.24,8.35,8.59,8.58,8.57,8.62,8.57,,8.56
1990-03-09,,,8.26,,8.33,8.46,8.73,8.71,8.68,8.71,8.65,,8.63
1990-03-12,,,8.26,,8.33,8.44,8.71,8.7,8.67,8.7,8.63,,8.62
1990-03-13,,,8.26,,8.34,8.48,8.77,8.77,8.75,8.78,8.73,,8.72
1990-03-14,,,8.23,,8.31,8.41,8.69,8.7,8.67,8.71,8.65,,8.61
1990-03-15,,,8.21,,8.32,8.41,8.71,8.7,8.69,8.73,8.66,,8.63
1990-03-16,,,8.19,,8.29,8.36,8.64,8.62,8.61,8.64,8.59,,8.55
1990-03-19,,,8.22,,8.32,8.38,8.68,8.66,8.65,8.66,8.59,,8.54
1990-03-20,,,8.25,,8.35,8.38,8.68,8.65,8.61,8.62,8.54,,8.47
1990-03-21,,,8.23,,8.34,8.39,8.69,8.66,8.62,8.63,8.55,,8.47
1990-03-22,,,8.17,,8.27,8.32,8.62,8.6,8.56,8.61,8.53,,8.49
1990-03-23,,,8.15,,8.26,8.29,8.61,8.59,8.54,8.59,8.52,,8.48
1990-03-26,,,8.13,,8.28,8.3,8.61,8.59,8.52,8.58,8.51,,8.47
1990-03-27,,,8.17,,8.3,8.35,8.59,8.6,8.55,8.59,8.52,,8.48
1990-03-28,,,8.12,,8.27,8.33,8.57,8.6,8.53,8.58,8.51,,8.47
1990-03-29,,,8.1,,8.28,8.36,8.62,8.65,8.6,8.66,8.6,,8.58
1990-03-30,,,8.07,,8.24,8.35,8.64,8.69,8.65,8.7,8.65,,8.63
