date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1993-05-03,,,2.93,,3.06,3.22,3.75,4.23,5.06,5.54,5.96,,6.86
1993-05-04,,,2.93,,3.06,3.23,3.75,4.23,5.04,5.49,5.92,,6.81
1993-05-05,,,2.95,,3.08,3.26,3.8,4.27,5.07,5.51,5.93,,6.82
1993-05-06,,,2.92,,3.05,3.22,3.8,4.24,5.03,5.52,5.89,,6.8
1993-05-07,,,2.93,,3.06,3.23,3.79,4.25,5.04,5.57,5.92,,6.85
1993-05-10,,,2.95,,3.08,3.22,3.79,4.24,5.02,5.53,5.89,,6.81
1993-05-11,,,2.95,,3.09,3.23,3.79,4.25,5.03,5.51,5.89,,6.82
1993-05-12,,,2.96,,3.09,3.26,3.82,4.28,5.07,5.57,5.96,,6.86
1993-05-13,,,2.99,,3.11,3.3,3.91,4.35,5.15,5.63,6.02,,6.96
1993-05-14,,,3.03,,3.15,3.33,3.97,4.38,5.21,5.67,6.03,,6.95
1993-05-17,,,3.08,,3.21,3.41,4.05,4.47,5.27,5.72,6.07,,6.97
1993-05-18,,,3.08,,3.2,3.4,4.08,4.49,5.3,5.78,6.15,,7.02
1993-05-19,,,3.03,,3.17,3.37,4.03,4.45,5.26,5.73,6.11,,6.98
1993-05-20,,,3.03,,3.16,3.39,4.03,4.45,5.25,5.71,6.09,,6.99
1993-05-21,,,3.07,,3.21,3.45,4.14,4.53,5.34,5.78,6.16,,7.03
1993-05-24,,,3.15,,3.31,3.52,4.19,4.59,5.37,5.79,6.16,,6.99
1993-05-25,,,3.14,,3.3,3.52,4.19,4.59,5.38,5.81,6.17,,7.01
1993-05-26,,,3.12,,3.28,3.51,4.2,4.57,5.35,5.76,6.12,,6.94
1993-05-27,,,3.13,,3.32,3.58,4.22,4.6,5.35,5.76,6.11,,6.93
1993-05-28,,,3.13,,3.32,3.62,4.24,4.63,5.37,5.8,6.16,,6.98
