date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1997-06-02,,,5.07,,5.42,5.78,6.23,6.36,6.52,6.59,6.66,6.98,6.9
1997-06-03,,,5.05,,5.4,5.77,6.2,6.33,6.49,6.56,6.63,6.94,6.88
1997-06-04,,,5.09,,5.4,5.77,6.2,6.33,6.49,6.56,6.62,6.95,6.88
1997-06-05,,,5.11,,5.41,5.76,6.2,6.33,6.49,6.57,6.62,6.95,6.88
1997-06-06,,,5.07,,5.38,5.71,6.12,6.25,6.39,6.46,6.51,6.85,6.78
1997-06-09,,,5.06,,5.4,5.75,6.15,6.31,6.44,6.51,6.55,6.9,6.83
1997-06-10,,,5.05,,5.41,5.75,6.17,6.32,6.46,6.54,6.57,6.91,6.84
1997-06-11,,,4.98,,5.4,5.75,6.19,6.32,6.45,6.52,6.56,6.9,6.83
1997-06-12,,,4.97,,5.35,5.68,6.07,6.21,6.35,6.44,6.48,6.84,6.77
1997-06-13,,,5.0,,5.34,5.65,6.03,6.18,6.3,6.39,6.43,6.79,6.73
1997-06-16,,,5.03,,5.3,5.65,6.02,6.15,6.28,6.38,6.4,6.76,6.7
1997-06-17,,,5.05,,5.31,5.66,6.05,6.18,6.31,6.39,6.43,6.78,6.72
1997-06-18,,,5.03,,5.3,5.66,6.02,6.17,6.29,6.38,6.4,6.77,6.69
1997-06-19,,,5.08,,5.31,5.65,6.04,6.17,6.29,6.38,6.4,6.76,6.68
1997-06-20,,,5.08,,5.31,5.63,6.02,6.14,6.27,6.37,6.37,6.72,6.65
1997-06-23,,,5.06,,5.27,5.66,6.04,6.17,6.3,6.37,6.4,6.76,6.69
1997-06-24,,,5.07,,5.28,5.66,6.03,6.18,6.31,6.38,6.42,6.76,6.7
1997-06-25,,,5.07,,5.26,5.67,6.05,6.19,6.34,6.44,6.45,6.8,6.74
1997-06-26,,,5.17,,5.26,5.63,6.05,6.24,6.36,6.47,6.5,6.86,6.78
1997-06-27,,,5.15,,5.26,5.62,6.03,6.2,6.35,6.43,6.46,6.82,6.75
1997-06-30,,,5.25,,5.34,5.67,6.08,6.25,6.4,6.49,6.51,6.86,6.8
