date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1997-11-03,,,5.26,,5.35,5.44,5.69,5.77,5.79,5.94,5.91,6.27,6.21
1997-11-04,,,5.25,,5.35,5.46,5.73,5.77,5.83,5.98,5.95,6.3,6.25
1997-11-05,,,5.27,,5.32,5.45,5.73,5.78,5.84,5.97,5.95,6.3,6.24
1997-11-06,,,5.31,,5.31,5.42,5.7,5.76,5.79,5.92,5.9,6.25,6.15
1997-11-07,,,5.31,,5.33,5.42,5.71,5.77,5.81,5.92,5.9,6.25,6.14
1997-11-10,,,5.32,,5.39,5.46,5.73,5.78,5.82,5.94,5.91,6.25,6.15
1997-11-12,,,5.3,,5.37,5.43,5.7,5.76,5.81,5.92,5.89,6.23,6.13
1997-11-13,,,5.27,,5.37,5.42,5.7,5.75,5.79,5.9,5.87,6.21,6.11
1997-11-14,,,5.27,,5.36,5.43,5.7,5.74,5.8,5.9,5.86,6.19,6.09
1997-11-17,,,5.31,,5.38,5.45,5.7,5.74,5.79,5.88,5.85,6.18,6.07
1997-11-18,,,5.31,,5.39,5.48,5.71,5.74,5.8,5.88,5.85,6.18,6.07
1997-11-19,,,5.28,,5.38,5.47,5.7,5.72,5.77,5.84,5.82,6.12,6.03
1997-11-20,,,5.28,,5.39,5.49,5.73,5.74,5.8,5.87,5.84,6.14,6.05
1997-11-21,,,5.25,,5.35,5.43,5.68,5.7,5.77,5.84,5.82,6.13,6.04
1997-11-24,,,5.29,,5.43,5.47,5.71,5.75,5.81,5.88,5.86,6.17,6.08
1997-11-25,,,5.3,,5.46,5.49,5.71,5.75,5.8,5.87,5.85,6.15,6.06
1997-11-26,,,5.26,,5.42,5.5,5.74,5.77,5.82,5.89,5.86,6.14,6.06
1997-11-28,,,5.22,,5.43,5.52,5.76,5.8,5.83,5.89,5.86,6.12,6.04
