date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1995-03-01,,,5.94,,6.21,6.44,6.81,6.92,7.06,7.17,7.23,7.57,7.45
1995-03-02,,,5.93,,6.21,6.53,6.88,7.0,7.15,7.23,7.3,7.62,7.5
1995-03-03,,,5.91,,6.23,6.53,6.89,7.03,7.19,7.29,7.36,7.68,7.56
1995-03-06,,,5.94,,6.28,6.59,6.96,7.1,7.24,7.36,7.41,7.73,7.59
1995-03-07,,,5.96,,6.3,6.6,7.0,7.12,7.28,7.37,7.44,7.78,7.64
1995-03-08,,,5.95,,6.26,6.56,6.93,7.05,7.2,7.29,7.36,7.69,7.56
1995-03-09,,,5.91,,6.21,6.47,6.83,6.97,7.11,7.22,7.3,7.65,7.53
1995-03-10,,,5.96,,6.22,6.49,6.83,6.94,7.07,7.15,7.23,7.57,7.46
1995-03-13,,,5.94,,6.2,6.44,6.76,6.88,7.01,7.1,7.19,7.56,7.45
1995-03-14,,,5.93,,6.18,6.39,6.69,6.8,6.93,7.0,7.09,7.45,7.35
1995-03-15,,,5.92,,6.18,6.41,6.71,6.8,6.93,7.01,7.09,7.47,7.36
1995-03-16,,,5.92,,6.16,6.35,6.68,6.76,6.89,6.98,7.05,7.45,7.33
1995-03-17,,,5.92,,6.16,6.37,6.69,6.81,6.97,7.06,7.12,7.48,7.37
1995-03-20,,,5.93,,6.18,6.37,6.69,6.81,6.98,7.07,7.12,7.52,7.4
1995-03-21,,,5.92,,6.17,6.38,6.71,6.84,7.01,7.1,7.16,7.57,7.43
1995-03-22,,,5.91,,6.15,6.4,6.75,6.87,7.05,7.16,7.21,7.58,7.46
1995-03-23,,,5.89,,6.14,6.38,6.75,6.87,7.06,7.15,7.21,7.6,7.47
1995-03-24,,,5.85,,6.11,6.31,6.64,6.75,6.93,7.04,7.09,7.5,7.38
1995-03-27,,,5.82,,6.04,6.27,6.62,6.72,6.9,7.0,7.05,7.44,7.33
1995-03-28,,,5.89,,6.11,6.38,6.73,6.85,7.02,7.1,7.16,7.52,7.41
1995-03-29,,,5.84,,6.04,6.35,6.73,6.83,6.98,7.12,7.16,7.5,7.4
1995-03-30,,,5.88,,6.1,6.43,6.76,6.88,7.05,7.14,7.18,7.54,7.43
1995-03-31,,,5.88,,6.13,6.49,6.8,6.92,7.08,7.17,7.2,7.54,7.44
