date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1995-09-01,,,5.45,,5.52,5.6,5.78,5.89,6.0,6.14,6.22,6.67,6.61
1995-09-05,,,5.49,,5.55,5.6,5.77,5.85,5.96,6.09,6.18,6.63,6.57
1995-09-06,,,5.48,,5.55,5.6,5.76,5.84,5.95,6.1,6.17,6.63,6.57
1995-09-07,,,5.5,,5.57,5.65,5.8,5.89,6.0,6.14,6.21,6.66,6.6
1995-09-08,,,5.52,,5.58,5.67,5.85,5.95,6.04,6.17,6.24,6.66,6.6
1995-09-11,,,5.5,,5.58,5.67,5.83,5.93,6.05,6.15,6.24,6.67,6.6
1995-09-12,,,5.47,,5.54,5.61,5.77,5.84,5.96,6.09,6.16,6.6,6.51
1995-09-13,,,5.47,,5.54,5.63,5.8,5.88,5.99,6.12,6.18,6.63,6.52
1995-09-14,,,5.44,,5.48,5.51,5.68,5.76,5.87,6.01,6.08,6.56,6.45
1995-09-15,,,5.46,,5.51,5.55,5.71,5.8,5.91,6.05,6.11,6.58,6.47
1995-09-18,,,5.41,,5.47,5.56,5.77,5.86,5.97,6.11,6.17,6.64,6.53
1995-09-19,,,5.36,,5.45,5.54,5.75,5.83,5.94,6.08,6.14,6.61,6.49
1995-09-20,,,5.34,,5.43,5.52,5.73,5.81,5.92,6.05,6.1,6.57,6.46
1995-09-21,,,5.4,,5.53,5.62,5.83,5.91,6.03,6.15,6.21,6.66,6.56
1995-09-22,,,5.35,,5.52,5.63,5.85,5.93,6.06,6.19,6.25,6.7,6.59
1995-09-25,,,5.33,,5.51,5.65,5.89,5.95,6.08,6.2,6.26,6.7,6.58
1995-09-26,,,5.45,,5.63,5.71,5.88,5.98,6.11,6.21,6.28,6.71,6.58
1995-09-27,,,5.42,,5.6,5.7,5.92,6.01,6.08,6.25,6.3,6.76,6.61
1995-09-28,,,5.44,,5.61,5.73,5.92,6.0,6.1,6.22,6.28,6.71,6.59
1995-09-29,,,5.4,,5.57,5.65,5.83,5.91,6.01,6.11,6.17,6.6,6.49
