date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2008-05-01,1.23,,1.45,,1.73,1.94,2.37,2.53,3.06,3.36,3.78,4.49,4.49
2008-05-02,1.25,,1.5,,1.72,1.97,2.47,2.64,3.18,3.48,3.89,4.57,4.57
2008-05-05,1.34,,1.53,,1.76,1.98,2.42,2.62,3.14,3.45,3.88,4.58,4.58
2008-05-06,1.53,,1.63,,1.76,1.96,2.38,2.62,3.15,3.51,3.93,4.64,4.64
2008-05-07,1.57,,1.67,,1.75,1.94,2.31,2.56,3.09,3.45,3.87,4.61,4.61
2008-05-08,1.55,,1.66,,1.74,1.91,2.25,2.47,2.99,3.34,3.79,4.55,4.5
2008-05-09,1.6,,1.69,,1.74,1.91,2.25,2.5,2.98,3.33,3.77,4.52,4.53
2008-05-12,1.73,,1.77,,1.87,2.01,2.3,2.54,3.0,3.34,3.78,4.52,4.53
2008-05-13,1.86,,1.83,,1.89,2.08,2.47,2.7,3.17,3.49,3.9,4.61,4.62
2008-05-14,1.86,,1.82,,1.9,2.11,2.53,2.78,3.22,3.5,3.92,4.63,4.63
2008-05-15,1.84,,1.83,,1.9,2.08,2.45,2.7,3.1,3.39,3.83,4.55,4.56
2008-05-16,1.85,,1.84,,1.91,2.09,2.47,2.71,3.12,3.43,3.85,4.57,4.58
2008-05-19,1.93,,1.82,,1.89,2.07,2.42,2.67,3.09,3.4,3.83,4.55,4.56
2008-05-20,1.97,,1.86,,1.9,2.05,2.34,2.58,3.02,3.35,3.78,4.52,4.53
2008-05-21,1.95,,1.86,,1.9,2.07,2.41,2.68,3.09,3.38,3.81,4.53,4.55
2008-05-22,1.97,,1.86,,1.95,2.15,2.56,2.83,3.24,3.52,3.92,4.62,4.63
2008-05-23,1.92,,1.86,,1.94,2.11,2.46,2.73,3.15,3.43,3.85,4.56,4.57
2008-05-27,1.91,,1.89,,1.94,2.15,2.55,2.82,3.25,3.52,3.93,4.65,4.65
2008-05-28,2.07,,1.89,,2.0,2.21,2.62,2.93,3.36,3.63,4.03,4.72,4.71
2008-05-29,2.02,,1.9,,1.93,2.16,2.67,2.94,3.41,3.68,4.08,4.77,4.76
2008-05-30,1.98,,1.89,,2.01,2.22,2.66,2.93,3.41,3.68,4.06,4.74,4.72
