date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2008-12-01,0.09,,0.07,,0.44,0.81,0.9,1.16,1.71,2.13,2.72,3.51,3.22
2008-12-02,0.04,,0.06,,0.42,0.77,0.9,1.12,1.65,2.08,2.68,3.47,3.18
2008-12-03,0.02,,0.02,,0.35,0.7,0.87,1.07,1.6,2.03,2.67,3.45,3.17
2008-12-04,0.01,,0.02,,0.26,0.61,0.82,1.02,1.51,1.93,2.55,3.35,3.06
2008-12-05,0.02,,0.02,,0.23,0.54,0.93,1.19,1.67,2.09,2.67,3.41,3.11
2008-12-08,0.01,,0.03,,0.28,0.53,0.97,1.27,1.76,2.17,2.77,3.45,3.16
2008-12-09,0.04,,0.03,,0.25,0.49,0.84,1.15,1.61,2.03,2.67,3.35,3.06
2008-12-10,0.0,,,,0.21,0.49,0.86,1.21,1.62,2.05,2.69,3.39,3.09
2008-12-11,0.0,,0.01,,0.22,0.51,0.79,1.11,1.55,1.99,2.64,3.35,3.07
2008-12-12,0.03,,0.02,,0.21,0.5,0.78,1.05,1.55,1.98,2.6,3.36,3.07
2008-12-15,0.0,,0.03,,0.28,0.5,0.75,1.02,1.5,1.92,2.53,3.29,2.98
2008-12-16,0.05,,0.04,,0.23,0.45,0.65,0.88,1.34,1.77,2.37,3.16,2.86
2008-12-17,0.03,,0.05,,0.19,0.45,0.73,0.98,1.35,1.7,2.2,3.01,2.66
2008-12-18,0.03,,,,0.15,0.43,0.68,0.92,1.26,1.59,2.08,2.86,2.53
2008-12-19,0.0,,0.02,,0.14,0.44,0.74,1.02,1.35,1.66,2.13,2.89,2.55
2008-12-22,0.01,,0.01,,0.27,0.4,0.87,1.12,1.4,1.7,2.16,2.92,2.6
2008-12-23,0.01,,0.02,,0.26,0.41,0.9,1.13,1.53,1.81,2.18,2.93,2.63
2008-12-24,0.0,,,,0.23,0.4,0.9,1.14,1.54,1.83,2.2,2.94,2.63
2008-12-26,0.01,,0.03,,0.23,0.38,0.89,1.08,1.51,1.8,2.16,2.91,2.61
2008-12-29,0.04,,0.06,,0.25,0.36,0.78,0.96,1.45,1.75,2.13,2.94,2.63
2008-12-30,0.11,,0.1,,0.26,0.34,0.75,0.94,1.47,1.76,2.11,2.88,2.58
2008-12-31,0.11,,0.11,,0.27,0.37,0.76,1.0,1.55,1.87,2.25,3.05,2.69
