date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2009-07-01,0.13,,0.17,,0.33,0.54,1.05,1.57,2.51,3.2,3.55,4.32,4.34
2009-07-02,0.15,,0.17,,0.32,0.49,0.98,1.52,2.43,3.14,3.51,4.28,4.32
2009-07-06,0.15,,0.19,,0.28,0.48,0.96,1.48,2.4,3.12,3.52,4.29,4.35
2009-07-07,0.16,,0.19,,0.28,0.46,0.98,1.52,2.36,3.08,3.47,4.25,4.31
2009-07-08,0.15,,0.18,,0.26,0.45,0.91,1.42,2.23,2.9,3.33,4.13,4.17
2009-07-09,0.16,,0.19,,0.27,0.47,0.94,1.46,2.33,3.01,3.44,4.26,4.31
2009-07-10,0.15,,0.18,,0.26,0.45,0.91,1.4,2.22,2.89,3.32,4.16,4.2
2009-07-13,0.15,,0.18,,0.28,0.47,0.92,1.41,2.27,2.94,3.38,4.21,4.25
2009-07-14,0.15,,0.18,,0.28,0.47,0.97,1.48,2.37,3.05,3.5,4.35,4.38
2009-07-15,0.11,,0.18,,0.29,0.5,1.03,1.6,2.52,3.19,3.63,4.46,4.48
2009-07-16,0.15,,0.19,,0.28,0.47,1.0,1.54,2.46,3.13,3.59,4.43,4.45
2009-07-17,0.15,,0.17,,0.29,0.48,1.02,1.58,2.52,3.21,3.67,4.51,4.53
2009-07-20,0.15,,0.19,,0.28,0.47,0.99,1.54,2.46,3.14,3.61,4.45,4.47
2009-07-21,0.16,,0.19,,0.27,0.46,0.96,1.47,2.36,3.03,3.5,4.35,4.38
2009-07-22,0.15,,0.19,,0.28,0.47,0.98,1.5,2.43,3.11,3.58,4.42,4.45
2009-07-23,0.15,,0.19,,0.29,0.49,1.08,1.62,2.6,3.28,3.72,4.55,4.58
2009-07-24,0.15,,0.18,,0.29,0.47,1.05,1.59,2.57,3.25,3.7,4.53,4.55
2009-07-27,0.15,,0.19,,0.27,0.49,1.08,1.63,2.63,3.31,3.75,4.6,4.62
2009-07-28,0.14,,0.19,,0.26,0.49,1.12,1.66,2.63,3.3,3.72,4.54,4.56
2009-07-29,0.14,,0.19,,0.26,0.5,1.17,1.72,2.69,3.31,3.69,4.49,4.5
2009-07-30,0.14,,0.18,,0.27,0.48,1.19,1.73,2.66,3.31,3.67,4.44,4.44
2009-07-31,0.14,,0.18,,0.26,0.48,1.13,1.62,2.53,3.14,3.52,4.29,4.31
