date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2009-02-02,0.19,,0.27,,0.39,0.51,0.89,1.27,1.75,2.16,2.76,3.75,3.47
2009-02-03,0.28,,0.32,,0.4,0.53,0.96,1.37,1.88,2.28,2.89,3.88,3.64
2009-02-04,0.26,,0.3,,0.4,0.53,0.98,1.42,1.91,2.32,2.95,3.88,3.65
2009-02-05,0.21,,0.29,,0.43,0.54,0.98,1.4,1.89,2.32,2.95,3.86,3.63
2009-02-06,0.21,,0.28,,0.44,0.57,0.99,1.44,1.97,2.4,3.05,3.94,3.7
2009-02-09,0.22,,0.32,,0.47,0.6,1.05,1.5,1.99,2.42,3.07,3.91,3.69
2009-02-10,0.24,,0.31,,0.44,0.6,0.92,1.31,1.79,2.23,2.9,3.77,3.54
2009-02-11,0.22,,0.3,,0.46,0.6,0.93,1.32,1.76,2.17,2.78,3.69,3.45
2009-02-12,0.25,,0.29,,0.43,0.58,0.89,1.28,1.73,2.14,2.75,3.71,3.47
2009-02-13,0.23,,0.29,,0.46,0.61,0.97,1.37,1.88,2.29,2.89,3.91,3.68
2009-02-17,0.26,,0.32,,0.48,0.61,0.87,1.22,1.65,2.05,2.64,3.7,3.47
2009-02-18,0.23,,0.31,,0.5,0.64,0.97,1.33,1.81,2.18,2.74,3.77,3.54
2009-02-19,0.22,,0.3,,0.51,0.67,1.01,1.38,1.89,2.28,2.85,3.92,3.68
2009-02-20,0.19,,0.27,,0.48,0.64,0.96,1.3,1.81,2.21,2.78,3.82,3.56
2009-02-23,0.19,,0.29,,0.5,0.69,0.96,1.34,1.84,2.22,2.78,3.79,3.53
2009-02-24,0.22,,0.32,,0.49,0.71,1.03,1.37,1.89,2.26,2.8,3.77,3.49
2009-02-25,0.21,,0.3,,0.52,0.75,1.09,1.49,2.06,2.42,2.95,3.88,3.59
2009-02-26,0.18,,0.27,,0.47,0.73,1.08,1.5,2.07,2.72,2.98,3.93,3.66
2009-02-27,0.16,,0.26,,0.45,0.72,1.0,1.4,1.99,2.69,3.02,3.98,3.71
