date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2009-08-03,0.15,,0.19,,0.28,0.48,1.18,1.72,2.66,3.3,3.66,4.4,4.42
2009-08-04,0.15,,0.18,,0.28,0.47,1.2,1.75,2.68,3.32,3.7,4.44,4.45
2009-08-05,0.15,,0.18,,0.29,0.49,1.23,1.78,2.73,3.4,3.8,4.54,4.57
2009-08-06,0.15,,0.17,,0.28,0.48,1.22,1.77,2.73,3.39,3.79,4.51,4.53
2009-08-07,0.14,,0.19,,0.3,0.52,1.32,1.87,2.84,3.5,3.89,4.59,4.61
2009-08-10,0.15,,0.19,,0.29,0.49,1.24,1.79,2.75,3.4,3.8,4.49,4.52
2009-08-11,0.14,,0.18,,0.28,0.48,1.21,1.78,2.69,3.32,3.71,4.4,4.44
2009-08-12,0.14,,0.17,,0.28,0.47,1.18,1.76,2.7,3.35,3.72,4.49,4.53
2009-08-13,0.1,,0.17,,0.28,0.45,1.12,1.66,2.58,3.22,3.59,4.37,4.44
2009-08-14,0.1,,0.18,,0.26,0.44,1.07,1.61,2.51,3.17,3.55,4.33,4.41
2009-08-17,0.11,,0.18,,0.27,0.45,1.04,1.54,2.43,3.09,3.48,4.26,4.33
2009-08-18,0.14,,0.18,,0.27,0.43,1.06,1.57,2.48,3.13,3.51,4.29,4.35
2009-08-19,0.1,,0.17,,0.25,0.43,1.01,1.52,2.43,3.07,3.45,4.23,4.28
2009-08-20,0.11,,0.17,,0.26,0.42,1.03,1.53,2.43,3.06,3.42,4.18,4.24
2009-08-21,0.11,,0.17,,0.26,0.45,1.13,1.65,2.58,3.21,3.56,4.32,4.36
2009-08-24,0.11,,0.17,,0.26,0.44,1.05,1.57,2.5,3.13,3.48,4.22,4.27
2009-08-25,0.12,,0.17,,0.26,0.47,1.05,1.56,2.48,3.1,3.45,4.17,4.22
2009-08-26,0.11,,0.15,,0.25,0.45,1.06,1.57,2.46,3.09,3.44,4.15,4.2
2009-08-27,0.11,,0.15,,0.26,0.46,1.04,1.58,2.48,3.12,3.47,4.19,4.23
2009-08-28,0.11,,0.15,,0.25,0.44,1.01,1.55,2.46,3.09,3.46,4.17,4.21
2009-08-31,0.11,,0.15,,0.24,0.43,0.97,1.49,2.39,3.03,3.4,4.14,4.18
