date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
1998-02-02,,,5.26,,5.3,5.26,5.36,5.38,5.43,5.55,5.57,5.93,5.87
1998-02-03,,,5.26,,5.29,5.25,5.34,5.36,5.41,5.56,5.56,5.93,5.86
1998-02-04,,,5.11,,5.22,5.24,5.32,5.35,5.41,5.55,5.57,5.94,5.87
1998-02-05,,,5.14,,5.22,5.26,5.36,5.39,5.46,5.61,5.62,6.0,5.92
1998-02-06,,,5.17,,5.25,5.27,5.38,5.43,5.48,5.61,5.62,5.99,5.92
1998-02-09,,,5.22,,5.25,5.28,5.41,5.46,5.51,5.65,5.65,6.02,5.94
1998-02-10,,,5.21,,5.24,5.29,5.41,5.43,5.49,5.63,5.64,6.0,5.93
1998-02-11,,,5.22,,5.23,5.29,5.39,5.4,5.46,5.57,5.53,5.92,5.86
1998-02-12,,,5.22,,5.23,5.28,5.39,5.4,5.46,5.56,5.52,5.94,5.87
1998-02-13,,,5.22,,5.24,5.26,5.36,5.36,5.44,5.53,5.49,5.92,5.85
1998-02-17,,,5.2,,5.29,5.25,5.34,5.34,5.41,5.5,5.44,5.86,5.8
1998-02-18,,,5.2,,5.3,5.27,5.37,5.38,5.44,5.54,5.49,5.9,5.84
1998-02-19,,,5.21,,5.31,5.28,5.39,5.4,5.47,5.57,5.51,5.91,5.85
1998-02-20,,,5.21,,5.3,5.3,5.41,5.41,5.49,5.58,5.54,5.93,5.87
1998-02-23,,,5.28,,5.26,5.35,5.46,5.47,5.53,5.62,5.58,5.97,5.91
1998-02-24,,,5.27,,5.32,5.47,5.57,5.6,5.66,5.75,5.69,6.04,5.97
1998-02-25,,,5.31,,5.31,5.43,5.55,5.56,5.6,5.7,5.63,5.99,5.93
1998-02-26,,,5.34,,5.32,5.42,5.58,5.58,5.62,5.71,5.65,6.01,5.95
1998-02-27,,,5.32,,5.33,5.41,5.55,5.55,5.59,5.67,5.62,5.99,5.92
